"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
162,"NCT04359745","Improving Treatment of Glioblastoma: Distinguishing Progression From Pseudoprogression",,"Recruiting","No Results Available","Glioblastoma",,"Accuracy of the artificial intelligence model|Failure rate of the artificial intelligence model","Guy's and St Thomas' NHS Foundation Trust|King's College London","All","18 Years to 80 Years   (Adult, Older Adult)",,"500","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","3.0 04/09/18","March 21, 2019","May 26, 2023","May 26, 2023","April 24, 2020",,"April 27, 2020","Guy's and St Thomas' NHS Foundation Trust, London, United Kingdom|King's College Hospital NHS Trust, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04359745"
163,"NCT03870581","AI-based Social Software to Manage wARfarin Therapy","AI-SMART","Not yet recruiting","No Results Available","Anticoagulant-induced Bleeding|Warfarin Sodium Causing Adverse Effects in Therapeutic Use","Behavioral: AI-based social software management model|Behavioral: Human-based social software management model","Time in therapeutic range|INR variability|Bleeding events|Thrombotic events","Wuhan Asia Heart Hospital","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","500","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","2019-P-012","May 1, 2019","April 30, 2021","May 1, 2021","March 12, 2019",,"March 12, 2019","WAHH, Wuhan, Hubei, China|Wuhan Asia Heart Hospital, Wuhan, Hubei, China",,"https://ClinicalTrials.gov/show/NCT03870581"
164,"NCT03822390","Diagnostic Performance of a Convolutional Neural Network for Diminutive Colorectal Polyp Recognition","POLAR","Recruiting","No Results Available","Artificial Intelligence|Colorectal Polyp","Device: CAD-CNN system","The accuracy of the CAD-CNN system for predicting histology of diminutive colorectal polyps (1-5mm) compared with the accuracy of the prediction of the endoscopist. Both the CAD-CNN system and the endoscopist will use NBI for their predictions.|The mean duration in seconds of the CAD-CNN system to make a per polyp diagnosis.|The mean number of attempts of the CAD-CNN to make a diagnosis per polyp|The ratio of unsuccessful diagnosis from all diagnosis of the CAD-CNN system. An unsuccessful diagnosis/failure of the CAD-CNN system is defined as more than 3 unsuccessful attempts|The number of diminutive polyps per colonoscopy that is resected and discarded without histopathological analysis with optical diagnosis strategy (the CAD-CNN system or endoscopist)|The percentage of colonoscopies in which diminutive polyps are characterized based on optical diagnosis, removed and discarded without histopathological evaluation (i.e. proportion of polyps assessed with high confidence)|The percentage of colonoscopies in which the surveillance interval is based on the optical diagnosis of the CAD-CNN system and the patient can be directly informed of the surveillance interval after colonoscopy|The percentage of colonoscopies in which diminutive hyperplastic polyps in the rectosigmoid are left in situ.|The diagnostic sensitivity for optical diagnosis of the CAD-CNN system and the endoscopists|The diagnostic sensitiviy for optical diagnosis of the CAD-CNN system and the endoscopists|The accuracy rates on a per polyp basis|Agreement between recommended surveillance intervals, based on optical diagnosis of diminutive polyps with high confidence, compared to surveillance recommendations based on histology of all polyps|The diagnostic specificity for optical diagnosis of the CAD-CNN system and the endoscopists|The diagnostic PPV for optical diagnosis of the CAD-CNN system and the endoscopists|The diagnostic NPV for optical diagnosis of the CAD-CNN system and the endoscopists|The diagnostic AUC for optical diagnosis of the CAD-CNN system and the endoscopists","Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA)|Bergman Clinics|Medical Centre Leeuwarden","All","18 Years and older   (Adult, Older Adult)",,"292","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","W18_422","October 16, 2018","October 16, 2020","October 16, 2020","January 30, 2019",,"November 21, 2019","Academic Medical Centre, Amsterdam, Noord-Holland, Netherlands",,"https://ClinicalTrials.gov/show/NCT03822390"
165,"NCT04331015","Artificial Intelligence in Diagnosis of DFNA9","DFNA9","Completed","No Results Available","DFNA9|Sensorineural Hearing Loss","Diagnostic Test: Pure tone audiometry","hearing threshold|age|prediction gene locus","Jessa Hospital","All","18 Years and older   (Adult, Older Adult)",,"111","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","JessaH-5-ORL","February 1, 2020","March 28, 2020","March 28, 2020","April 2, 2020",,"April 3, 2020","Jessa Hospital, Hasselt, Limburg, Belgium|University of Antwerp, Antwerpen, Belgium",,"https://ClinicalTrials.gov/show/NCT04331015"
166,"NCT03773458","Validation of the Utility of an Artificial System for the Large-scale Screening of Scoliosis",,"Completed","No Results Available","Orthopedic Disorder of Spine|Artificial Intelligence|Scoliosis","Device: An artificial system for the screening of scoliosis","The proportion of accurate, mistaken and miss detection of the intelligent visual acuity diagnostic system.","Sun Yat-sen University",,"10 Years to 22 Years   (Child, Adult)","Not Applicable","500","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","CCPMOH2018-China-13","June 1, 2018","July 30, 2018","July 30, 2018","December 12, 2018",,"December 12, 2018","Zhongshan Ophthalmic Center, Sun Yat-sen University, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT03773458"
167,"NCT03240848","Comparison of Artificial Intelligent Clinic and Normal Clinic",,"Completed","No Results Available","Cataract","Procedure: artificial intelligent clinic|Procedure: normal clinic|Procedure: experts diagnose","The accuracy of artificial intelligence diagnosis for congenital cataract|The evaluation of disease severity and treatment determination|The time consuming of diagnosis|The level of patients' satisfaction","Sun Yat-sen University","All","1 Month to 14 Years   (Child)","Not Applicable","350","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Diagnostic","CCPMOH2017-China-5","August 9, 2017","May 25, 2018","May 25, 2018","August 7, 2017",,"July 30, 2018","Zhognshan Ophthalmic Center, Sun Yat-sen University, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT03240848"
168,"NCT04122326","Monitoring and Evaluation of Posture in Office Workstations With Artificial Intelligence",,"Active, not recruiting","No Results Available","Musculoskeletal Pain|Musculoskeletal Injury|Musculoskeletal Strain","Behavioral: Workstation Modification","Change in Pain on the Visual Analog Pain Scale from baseline|Posture on the Rapid Upper Limb Assessment","University of Southern California|U.S. National Science Foundation","All","18 Years and older   (Adult, Older Adult)","Not Applicable","20","Other|U.S. Fed","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","UP-19-00140","May 1, 2019","October 25, 2019","May 1, 2020","October 10, 2019",,"November 4, 2019","University of Southern California, Los Angeles, California, United States",,"https://ClinicalTrials.gov/show/NCT04122326"
169,"NCT04145232","AImmune - Artificial Intelligence Algorithm for Identification of Immunogenic Neoepitopes of Cancer to Predict and Boost Patient's Response to Immunotherapies.",,"Recruiting","No Results Available","Non Small Cell Lung Cancer|Neoepitopes|Neoantigens|Immunotherapy|Next Generation Sequencing (NGS)|Personalized Neoantigen Cancer Vaccine","Biological: Collection of biopsy (FFPE), blood (PBMC) and stool","Number of Responders and Non-responders on immunotherapy (evaluated using RECIST 1.1 criteria)","Ardigen|Małopolskie Centre of Entrepreneurship","All","18 Years and older   (Adult, Older Adult)",,"30","Industry|Other","Observational","Observational Model: Case-Only|Time Perspective: Cross-Sectional","A.I.mmune|RPMP.01.02.01-12-0301/17","June 13, 2019","June 30, 2020","November 30, 2020","October 30, 2019",,"October 31, 2019","University Clinical Centre in Gdansk, Gdańsk, Poland",,"https://ClinicalTrials.gov/show/NCT04145232"
170,"NCT04340180","Evaluating the Performance of AI in Evaluating Breast MRI Performed With Dose Reduction",,"Not yet recruiting","No Results Available","Breast Benign Tumor|Breast Malignant Tumor","Drug: Standard of Care (SOC) gadolinium Breast MRI|Drug: reduced 1/4 dose gadolinium Breast MRI with Artificial Intelligence (AI) to aid in evaluation.","Compare lesion conspicuity on a scale of 1-4 from low-dose and SOC-dose imaging.|Compare lesion size in millimeters from low-dose to SOC-dose imaging.|Compare lesion margins on a scale from 1-4 from low-dose and SOC-dose imaging.|Compare lesion internal enhancement pattern on a scale from 1-4 from low-dose and SOC- dose imaging.|Compare the overall background enhancement (scale per standard imaging guidelines. Minimal, mild, moderate, marked).","University of Alabama at Birmingham|Bracco Corporate","Female","18 Years to 99 Years   (Adult, Older Adult)","Phase 1","20","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","R19-159","June 30, 2020","December 31, 2021","December 31, 2022","April 9, 2020",,"April 9, 2020","The Kirklin Clinic, Birmingham, Alabama, United States",,"https://ClinicalTrials.gov/show/NCT04340180"
171,"NCT04370002","Sensor-based Characterization of Depression","SENSCODE","Recruiting","No Results Available","Depression, Unipolar",,"Hamilton Depression Rating Scale (HDRS)|Patient Health Questionnaire 9 (Phq-9)","Massachusetts General Hospital|Massachusetts Institute of Technology","All","18 Years to 75 Years   (Adult, Older Adult)",,"100","Other","Observational","Observational Model: Other|Time Perspective: Prospective","2019P000997","January 28, 2020","August 31, 2023","August 31, 2024","April 30, 2020",,"April 30, 2020","Depression Clinical Research Program, Boston, Massachusetts, United States|Massachusetts General Hospital, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT04370002"
172,"NCT03904667","Application of Watson for Oncology in Hepatocellular Carcinoma Surgery",,"Active, not recruiting","No Results Available","Liver Resection","Other: Watson on oncology surgery decision evaluation","Operative outcomes|Postoperative survival","Zhujiang Hospital","All","18 Years to 80 Years   (Adult, Older Adult)",,"150","Other","Observational","Observational Model: Cohort|Time Perspective: Other","20170101","January 1, 2017","December 31, 2021","December 31, 2021","April 5, 2019",,"April 5, 2019","Zhujiang Hospital of Southern Medical University, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT03904667"
173,"NCT04014725","Validation of the Utility of Myopia Intelligent Diagnostic System",,"Not yet recruiting","No Results Available","Myopia","Device: Myopia Intelligent Diagnostic System","The AUC of the Myopia Intelligent Diagnostic System|The sensitivity of the Myopia Intelligent Diagnostic System|The specificity of the Myopia Intelligent Diagnostic System","Sun Yat-sen University","All","6 Years to 18 Years   (Child, Adult)","Not Applicable","50","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","CCPMOH2019-China-2","July 10, 2019","August 1, 2019","August 1, 2019","July 10, 2019",,"July 10, 2019",,,"https://ClinicalTrials.gov/show/NCT04014725"
174,"NCT03973437","Development and Validation of a Deep Learning Algorithm to Evaluate Endoscopic Disease Activity of Ulcerative Colitis.",,"Not yet recruiting","No Results Available","Ulcerative Colitis","Device: Artificial inteligence associated ulcerative colitis severity scoring system|Device: Conventional human scoring","The scoring accuracy of Mayo ES in AI-associated group and conventional group.|The scoring accuracy of UCEIS in AI-associated group and conventional group.|The accuracy of mucosal healing judgements using Mayo ES in each group.|The accuracy of mucosal healing judgements using UCEIS in each group.","Shandong University","All","18 Years to 70 Years   (Adult, Older Adult)","Not Applicable","200","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Health Services Research","2019-SDU-QILU-G002","June 1, 2019","December 31, 2019","June 1, 2020","June 4, 2019",,"June 4, 2019","Qilu hosipital, Jinan, Shandong, China",,"https://ClinicalTrials.gov/show/NCT03973437"
175,"NCT03915119","Fuzzy AI Using VR for Collision Prevention","CAT","Completed","No Results Available","Injuries","Other: GFT AI training","Pro-saccades test|Self paced saccades|Anti-saccades test","Children's Hospital Medical Center, Cincinnati","All","14 Years to 22 Years   (Child, Adult)","Not Applicable","45","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other","2017-6006","January 1, 2018","February 1, 2019","September 30, 2019","April 16, 2019",,"February 7, 2020","Cincinanti Childrens Hospital Medical Center, Cincinnati, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT03915119"
176,"NCT04453956","A Single Center Study on Comparing the Different Function of EndoAngel in Improving the Quality of Colonscopy",,"Not yet recruiting","No Results Available","Adenoma","Diagnostic Test: Colonoscopy with the assistance of EndoAngel's polyp detection function.|Diagnostic Test: Colonoscopy with the assistance of EndoAngel's quality monitoring function.|Diagnostic Test: Colonoscopy without the assistance of EndoAngel's any function.","Adenoma detection rate|Polyp detection rate|The mean number of polyps per procedure|The mean number of adenomas per procedure|Detection rate of large, small and diminutive polyps|The mean number of large, small and diminutive polyps per procedure|Detection rate of large, small and diminutive adenomas|The mean number of large, small and diminutive adenomas per procedure|Detection rate of adenoma in different sites|The mean number of adenomas in different sites per procedure|Time of colonoscopic insertion|Time of colonoscopic withdrawal|Cecal intubation rate","Renmin Hospital of Wuhan University","All","18 Years and older   (Adult, Older Adult)","Not Applicable","1076","Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Diagnostic","EA-19-001","June 30, 2020","July 20, 2020","August 18, 2020","July 1, 2020",,"July 1, 2020","Renmin Hospital of Wuhan University, Wuhan, Hubei, China",,"https://ClinicalTrials.gov/show/NCT04453956"
177,"NCT04384211","QOCA®-Image Medical Platform - Smart VCF Risk Management System",,"Active, not recruiting","No Results Available","Compression Fracture","Other: Computer Assisted Detection Software For Vertebral Fractures","Concordance rate|Accuracy","Taipei Medical University WanFang Hospital|Quanta Computer Inc.","All","50 Years to 90 Years   (Adult, Older Adult)",,"1500","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","N201909056","June 1, 2019","May 31, 2020","May 31, 2020","May 12, 2020",,"June 2, 2020","Taipei Medical University WanFang Hospital, Taipei, Taiwan",,"https://ClinicalTrials.gov/show/NCT04384211"
178,"NCT04289025","Modelling and AI Using Sensor Data to Personalise REHABilitation Following Joint Replacement","MAPREHAB","Not yet recruiting","No Results Available","Arthroplasty Complications","Other: Exercise","Objective change in gait kinematics|Subjective change in gait|Quality of life changes","Norfolk and Norwich University Hospitals NHS Foundation Trust|Dynamic Metrics Ltd|University of East Anglia","All","45 Years to 75 Years   (Adult, Older Adult)","Not Applicable","100","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","Dig Health01","June 2020","January 2021","March 2021","February 28, 2020",,"February 28, 2020","Norfolk and Norwich University Hospital, Norwich, Norfolk, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04289025"
179,"NCT04270032","Using Deep Learning Methods to Analyze Automated Breast Ultrasound Images, to Establish a Diagnosis, Therapy Assessment and Prognosis Prediction Model of Breast Cancer.",,"Recruiting","No Results Available","Breast Cancer","Diagnostic Test: ABUS","sensitivity|false-positive per volume|area under curve|overall survival(OS) time|Disease-free survival (DFS) time","The First Affiliated Hospital of the Fourth Military Medical University|Seoul National University Bundang Hospital|Xidian University|Shenzhen University","Female","18 Years and older   (Adult, Older Adult)",,"10000","Other","Observational","Observational Model: Other|Time Perspective: Retrospective","AI-Breast-US","February 1, 2020","September 1, 2024","September 1, 2024","February 17, 2020",,"February 17, 2020","The First Affiliated Hospital of Fourth Military Medical University, Xi'an, Shaanxi, China",,"https://ClinicalTrials.gov/show/NCT04270032"
180,"NCT04123678","DERM Health Economics Study",,"Recruiting","No Results Available","Melanoma|Non-melanoma Skin Cancer","Device: Deep Ensemble for the Recognition of Malignancy (DERM)","Referral rate|Sensitivity of DERM on biopsied lesions|Specificity of DERM on biopsied lesions|False positive rate of DERM on biopsied lesions|False negative rate of DERM on biopsied lesions|Positive predictive value of DERM on biopsied lesions|Number needed to biopsy by DERM on biopsied lesions|Sensitivity of teledermatologists on biopsied lesions|Specificity of teledermatologists on biopsied lesions|False positive rate of teledermatologists on biopsied lesions|False negative rate of teledermatologists on biopsied lesions|Positive predictive value of teledermatologists on biopsied lesions|Negative predictive value of teledermatologists on biopsied lesions|Number needed to biopsy by teledermatologists on biopsied lesions|Sensitivity of DERM to identify benign conditions|Specificity of DERM to identify benign conditions|False positive rate of DERM to identify benign conditions|False negative rate of DERM to identify benign conditions|Positive predictive value of DERM to identify benign conditions|Negative predictive value of DERM to identify benign conditions|Number needed to refer by DERM to identify benign conditions|Concordance of DERM result with clinical diagnosis|Percent of patients attending teledermatology by referral route|Time taken from general practitioner (GP) referral to diagnosis|Estimated cost impact associated with introducing DERM into the patient pathway|Proportion of images submitted to DERM that cannot be analysed|Patient satisfaction survey","Skin Analytics Limited|Innovate UK","All","18 Years and older   (Adult, Older Adult)",,"581","Industry|Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","DERM-005","February 26, 2020","July 2020","September 2020","October 11, 2019",,"March 19, 2020","Chelsea and Westminster Hospital, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04123678"
181,"NCT03706534","Breast Ultrasound Image Reviewed With Assistance of Deep Learning Algorithms",,"Active, not recruiting","No Results Available","Breast Cancer|Breast Lesions|Breast Mass","Device: Ultrasound Image review with CADe|Device: Ultrasound Image review with CADx|Device: Ultrasound Image manual review|Procedure: Biopsy","Concordance rate|Reporting time|Consensus|Accuracy|Sensitivity|Specificity|Area Under Curve","Samsung Medison|University of Rochester","All","19 Years and older   (Adult, Older Adult)","Not Applicable","300","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Device Feasibility","300.08-2018-Samsungmedison-S","September 20, 2018","November 30, 2019","January 31, 2020","October 16, 2018",,"October 29, 2019","University of Rochester, Rochester, New York, United States",,"https://ClinicalTrials.gov/show/NCT03706534"
182,"NCT04081038","Dental Hygienists and Dentists as Providers of Oral Mucosa Screening and Brush Biopsies","mouthcancer","Recruiting","No Results Available","Oral Cancer","Diagnostic Test: Brush biopsy","Brush biopsy","Dalarna County Council, Sweden","All","18 Years and older   (Adult, Older Adult)",,"100","Other","Observational","Observational Model: Other|Time Perspective: Prospective","Oral cancer screening","August 31, 2019","December 31, 2020","June 30, 2021","September 6, 2019",,"May 21, 2020","Kristina Edman, Falun, Dalarna, Sweden|Public Dental Service, Falun, Dalarna, Sweden",,"https://ClinicalTrials.gov/show/NCT04081038"
183,"NCT04079036","Decision Support System for Anesthetists","Serenity","Not yet recruiting","No Results Available","Anesthesia",,"Heart Rate|Arterial blood pressure|Mean Arterial Pressure|Non Invasive Blood pressure|Conscience Level|Inspired anesthetic concentration|Inspired carbon dioxide concentration|Inspired Nitrous Oxide concentration|Blood oxygen saturation|Exhaled Carbon Dioxide concentration|Exhaled Anesthetic concentration|Anesthetic agent infusion rate|Analgesic agent infusion rate|Neuro-muscular Block agent infusion rate|Ventilation respiratory rate|Ventilation Tidal volume|Ventilation Minute Volume|Ventilation maximum pressure per cycle|Ventilation Plateau pressure|Ventilation PEEP|Primary anesthesia Data - related to the manual infusion of drugs|Preoperative patient medical records - General state of the patient in ASA.|Preoperative patient medical records - General state of the patient in METS.|Preoperative patient medical records - Clinical state of the patient - Age|Preoperative patient medical records - Clinical state of the patient - gender|Preoperative patient medical records - Clinical state of the patient - Weight|Preoperative patient medical records - Clinical state of the patient - Height","University of Sao Paulo General Hospital|University of Sao Paulo|Fundação de Amparo à Pesquisa do Estado de São Paulo","All","1 Month to 80 Years   (Child, Adult, Older Adult)",,"360","Other","Observational","Observational Model: Case-Crossover|Time Perspective: Prospective","CAAE 03424918.6.0000.0068","October 2019","December 2019","January 2020","September 6, 2019",,"September 6, 2019","Hospital das Clínicas - Faculdade de Medicina da Universidade de Sao Paulo, São Paulo, Brazil",,"https://ClinicalTrials.gov/show/NCT04079036"
184,"NCT01338116","Optimal Antibiotic Treatment of Moderate to Severe Bacterial Infections","CDSS","Unknown status","No Results Available","Community-associated Infections|Health-care Acquired Infections|Nosocomial Infections","Other: antibiotic treatment of by TREAT/PCR","Clinical success defined as 30-day survival and clinical stability on day 4|Appropriate empirical antibiotic treatment|Survival|Hospital stay|Antibiotic miuse of broad spectrum antibiotics and total costs of antibiotic treatment Superfluous antibiotic treatment|Costs|Adverse events","Rabin Medical Center","All","18 Years and older   (Adult, Older Adult)","Phase 3","600","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","6036","April 2016","January 2018","January 2019","April 19, 2011",,"April 7, 2016","Rabin Medical Center, Beilinson Hospital, Petah Tikvah, Israel",,"https://ClinicalTrials.gov/show/NCT01338116"
185,"NCT04335942","Characterization of the Postural Habits of Wheelchair Users Analysis of the Acceptability of International Recommendations in the Prevention of Pressure Sores Risk by Using a Connected Textile Sensor","Es-Alert","Not yet recruiting","No Results Available","Duchenne Muscular Dystrophy|Spinal Muscular Atrophy","Other: Alert ""AFNOR 3.6"".|Other: Alertes "" AFNOR 3.6 "" et alertes "" Guidelines "".","Evaluate the impact of a device, monitoring the wheelchair user's risk of pressure sores and issuing alerts based on international recommendations, on the support reliefs provided by the subject in an ecological situation|the differences in occupational performance at the MCRO (Mesure canadienne du rendement occupationnel) score|the impact of visual biofeedback of the pressure print on chair|Feasibility study of integrating international recommendations to reduce the risk of pressure ulcers in a medical device|the study of the acceptability by the patient of alerts in relation with international recommendations","Assistance Publique - Hôpitaux de Paris","All","18 Years and older   (Adult, Older Adult)","Not Applicable","36","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","APHP190924","April 2020","April 2020","October 2020","April 7, 2020",,"April 7, 2020",,,"https://ClinicalTrials.gov/show/NCT04335942"
186,"NCT03909685","Examining the Feasibility of the Ask RoSE Mobile Mental Health Application",,"Not yet recruiting","No Results Available","Mental Health Wellness 1|Anxiety","Behavioral: Mobile Mental Health App","Average session time when using the mobile app|Time of day the mobile app is used|Most commonly used feature within the app|Change in Short term impact on mood as assessed by the Positive and Negative Emotions Scale (PANAS)|Change in Short term impact on anxiety as assessed by the General Anxiety Disorder-7 (GAD-7) scale","Johns Hopkins University","All","21 Years to 28 Years   (Adult)","Not Applicable","45","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","IRB00206859","July 2020","March 2021","March 2021","April 10, 2019",,"April 10, 2020",,,"https://ClinicalTrials.gov/show/NCT03909685"
187,"NCT03953976","INRT-AIR: A Prospective Phase II Study of Involved Nodal Radiation Therapy",,"Recruiting","No Results Available","Head and Neck Squamous Cell Carcinoma","Radiation: Intensity modulated radiation therapy (IMRT)","Crude risk of solitary elective volume recurrence (SEVR) following INRT, according to NCI's CTCAE v4.0 toxicity criteria.|EORTC QLQ-C30 Summary score|EORTC QLQ-C30 Physical and role functioning subscales|EORTC HN35 Dry mouth and sticky saliva subscales|MDADI global, emotional, functional and physical subscales|EQ-5D global score (0-100)","University of Texas Southwestern Medical Center","All","18 Years to 99 Years   (Adult, Older Adult)","Phase 2","67","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","STU 2019-0711","July 23, 2019","July 2022","July 2022","May 17, 2019",,"March 10, 2020","University of Texas Southwestern Medical Center - Dallas, Dallas, Texas, United States",,"https://ClinicalTrials.gov/show/NCT03953976"
188,"NCT03980470","Deep-Learning Image Reconstruction in CCTA",,"Recruiting","No Results Available","Coronary Artery Disease","Device: TrueFidelity","Subjective image quality as measured by Likert scale from 1 to 5, change from experimental interventional to the control intervention|Signal intensity as average hounsfield units within a region of interest in the aortic root, change from experimental interventional to the control intervention|Image noise as standard deviation of hounsfield units within a region of interest in the aortic root, change from experimental interventional to the control intervention|Signal-to-noise ratio and contrast-to-noise ratio, change from experimental interventional to the control intervention|Comparison of dose-length products and radiation exposure in mSv|Subjective analysis of plaque composition (calcified plaque, non-calcified plaque, mixed plaque) and lesion severity (below 50%, 50-70%, over 70%)","University of Zurich","All","18 Years and older   (Adult, Older Adult)","Not Applicable","50","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Diagnostic","USZ-2019-00533","May 3, 2019","June 30, 2019","September 30, 2019","June 10, 2019",,"June 10, 2019","University Hospital, Zurich, Switzerland",,"https://ClinicalTrials.gov/show/NCT03980470"
189,"NCT03712059","National Colorectal Polyp Care","NCPC","Recruiting","No Results Available","Colorectal Polyp","Diagnostic Test: FIT test and colonoscopy|Diagnostic Test: Polypectomy and biopsy|Diagnostic Test: Classification","Detection rate of early colorectal cancers and precancerous lesions in colonoscopy and combination of FIT and APCS|Complete resection rate of polypectomy|Specificity and sensitivity of endoscopists and artificial intelligence-assisted system in classifying polyps","Changhai Hospital","All","18 Years to 75 Years   (Adult, Older Adult)",,"25000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","NCPC","November 1, 2018","April 30, 2019","June 30, 2019","October 19, 2018",,"October 25, 2018","Changhai Hospital, Second Military Medical University, Shanghai, China|Changhai Hospital, Second Military Medical University, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03712059"
190,"NCT04055766","A Diagnostic Test on DeepDoc-an AI-based Decision Support System",,"Not yet recruiting","No Results Available","Stroke|Headache|Vertigo|Meningitis/Encephalitis","Device: DeepDoc AI-based Decision Support System","Accuracy of diagnosis by DeepDoc AI-based Decision Support System|Sensitivity of diagnosis by DeepDoc AI-based Decision Support System|Specificity of diagnosis by DeepDoc AI-based Decision Support System","Xijing Hospital","All","18 Years to 80 Years   (Adult, Older Adult)",,"4000","Other","Observational","Observational Model: Case-Crossover|Time Perspective: Prospective","DeepDoc-M5","September 1, 2020","September 9, 2020","March 1, 2021","August 14, 2019",,"December 13, 2019",,,"https://ClinicalTrials.gov/show/NCT04055766"
191,"NCT03448757","Determination of Autonomic Responses to the Exposure of Low Energy Electromagnetic Fields With Frequency Modulation in Patients With Advanced Hepatocellular Carcinoma and Healthy Individuals.",,"Recruiting","No Results Available","Hepatocellular Carcinoma","Other: measuring hemodynamic parameters heart beat to heart beat during single-frequency exposure","non-invasive hemodynamic parameter measurements during exposure AM RF EMF|Hemodynamic alteration´s comparison among advanced cancer patients and healthy controls","Hospital Sirio-Libanes","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","60","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","HSL 2016-83","February 15, 2018","April 15, 2019","February 16, 2020","February 28, 2018",,"August 6, 2018","Hospital Sírio-Libanês, São Paulo, Brazil",,"https://ClinicalTrials.gov/show/NCT03448757"
192,"NCT01850199","Intelligent and Educational System for Gestational Diabetes Management",,"Completed","No Results Available","Gestational Diabetes","Other: Smart telemedicine remote monitoring for gestational diabetes|Other: Usual management","Median blood glucose (Interquartile range)|Time from glucose criteria for insulin prescription to actual insulin starting","Corporacion Parc Tauli|CIBER-BBN: Networking Research Center for Bioengineering.|Technical University of Madrid","Female","18 Years to 46 Years   (Adult)","Not Applicable","120","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","SINEDiE","January 2014","September 2015","September 2015","May 9, 2013",,"July 28, 2016","Parc Tauli Sabadell University Hospital, Sabadell, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT01850199"
193,"NCT03662802","Development of a Novel Convolution Neural Network for Arrhythmia Classification","AI-ECG","Not yet recruiting","No Results Available","Arrhythmias, Cardiac|Cardiac Arrest|Cardiac Arrythmias","Other: Neural Network Classifier","Diagnostic Accuracy","Scripps Clinic|Scripps Health","All","Child, Adult, Older Adult",,"2000","Other","Observational","Observational Model: Cohort|Time Perspective: Other","027527","October 2018","October 2019","October 2019","September 7, 2018",,"September 7, 2018","Scripps Clinic, San Diego, California, United States",,"https://ClinicalTrials.gov/show/NCT03662802"
