"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
514,"NCT03915028","Thermal Cures in the Treatment of Multiple Sclerosis","SPA-SEP","Recruiting","No Results Available","Multiple Sclerosis","Other: Spa therapy","Benefit of spa treatment on quality of life assessed by the scale SEP-59|Benefit of a spa treatment based on average number of steps per day for one week assessed by actimeter|Benefit of a thermal cure based on treatment consumption of hospital and ambulatory care|Benefit of a thermal cure based on depression and anxiety assessed by the scale Hospital Anxiety and depression scale|Benefit of a thermal cure based on tiredness assesed by the fatigue impact scale|Benefit of a thermal cure regarding pain assessed by the scale DN 4","Association Francaise pour la Recherche Thermale","All","18 Years and older   (Adult, Older Adult)","Not Applicable","200","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2018-A02411-54","May 23, 2019","May 2021","August 2021","April 16, 2019",,"July 10, 2019","Département de Médecine Physique et de Réadaptation, Hopital LAPEYRONIE, Montpellier, France",,"https://ClinicalTrials.gov/show/NCT03915028"
515,"NCT03086551","Modulating Interaction of Motor Learning Networks in Rehabilitation of Stroke",,"Completed","Has Results","Stroke|Stroke, Chronic|Stroke, Middle Cerebral Artery With Infarction","Device: Active continuous theta burst stimulation (cTBS)|Device: Placebo (Sham) continuous theta burst stimulation|Behavioral: Motor Practice","Change From Baseline in Sequential Response Time to Post-Intervention|Change From Baseline in Time to Complete the Jebsen-Taylor Hand Function Test|Change in Sequential Response Time Immediately Follow an Individual Bout of Non-invasive Brain Stimulation (e.g. Within Session)|Motor Evoked Potential Amplitude (in Microvolts) at Pre-baseline and Post-Intervention|Change From Baseline in Cortical Excitability Post-Intervention","University of Michigan","All","50 Years to 75 Years   (Adult, Older Adult)","Not Applicable","12","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Basic Science","1R03NS096484-01","April 1, 2016","March 30, 2019","March 30, 2019","March 22, 2017","April 27, 2020","April 27, 2020","Human Sensorimotor Laboratory, School of Kinesiology, University of Michigan, Ann Arbor, Michigan, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/51/NCT03086551/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03086551"
516,"NCT02149186","Interactive Motor Imagery in Virtual Reality",,"Completed","No Results Available","Spinal Cord Injury|Stroke","Device: iCTuS-L","Sensorimotor Assessment","University of Zurich","All","16 Years to 80 Years   (Child, Adult, Older Adult)","Not Applicable","79","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","EK-24 2009/PB_2016-00545","October 2009","December 2019","December 2019","May 29, 2014",,"January 7, 2020","Curt, Armin, MD, Zurich, Switzerland",,"https://ClinicalTrials.gov/show/NCT02149186"
517,"NCT01955889","Mobile Health Technology to Promote Physical Activity in Persons With Parkinson Disease",,"Completed","No Results Available","Parkinson Disease","Behavioral: Mobile Health Technology|Behavioral: Stretching & Strengthening Exercises|Behavioral: Walking with Pedometer","Change from Baseline in Physical Activity Level|Change from Baseline in BriefBEST Balance Test|Change from Baseline in Six Minute Walk Test|Change from Baseline in Falls Self-Efficacy Scale International|Change from Baseline in Unified Parkinson's Disease Rating Scale|Change from Baseline in Parkinson's Disease Questionnaire-39|Change from Baseline in Self-Efficacy Exercise Scale|Change from Baseline in Functional Gait Assessment|Change from Baseline in Fatigue Severity Scale|Change from Baseline in Geriatric Depression Scale|Change from Baseline Apathy Scale|Change from Baseline in Godin Leisure-Time Exercise Questionnaire","Boston University Charles River Campus","All","18 Years to 100 Years   (Adult, Older Adult)","Not Applicable","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","BU-SAR-635","October 2013","July 2015","July 2015","October 8, 2013",,"July 19, 2017","Center for Neurorehabilitation, College of Health & Rehabilitation Sciences, Sargent College, Boston University, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT01955889"
518,"NCT03093376","Neurally Targeted Interventions to Reduce Early Childhood Anxiety",,"Recruiting","No Results Available","Anxiety Disorders","Behavioral: Effortful Control Camp|Behavioral: Waitlist","Change from Baseline Error Related Negativity (ERN) at Post-Intervention|Change from Baseline Fear Potentiated Startle (FPS) at Post-Intervention|Change in Anxiety Symptoms","University of Michigan|Michigan State University|One Mind Institute","All","48 Months to 83 Months   (Child)","Not Applicable","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","HUM00117593","March 30, 2017","December 2020","December 2020","March 28, 2017",,"April 13, 2020","University of Michigan, Ann Arbor, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT03093376"
519,"NCT03027141","Self-Face Recognition After Face Transplantation",,"Enrolling by invitation","No Results Available","Disfigurement of Face","Behavioral: Face recognition task","Average percentage of the self in the morphs that participants judge to be ""like self"" for the self- face before disfigurement,|Average percentage of the self in the morphs that participants judge to be ""like self"" for the self- face before before surgery|Average percentage of the self in the morphs that participants judge to be ""like self"" for the self- face after surgery.","NYU Langone Health","All","Child, Adult, Older Adult","Not Applicable","5","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other","16-01144","February 1, 2017","August 1, 2020","August 2020","January 20, 2017",,"November 8, 2019","New York University School of Medicine, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT03027141"
520,"NCT03068091","Assessment of Lung Movement With Computed Tomography (CT)",,"Completed","Has Results","Interstitial Lung Disease","Device: Chest CT|Diagnostic Test: Pulmonary Function Testing","Lung Motion as Assessed by CT|Lung Motion: Lobar Strain Which is a Ratio","University of Missouri-Columbia|Henry M. Jackson Foundation for the Advancement of Military Medicine","All","18 Years and older   (Adult, Older Adult)","Not Applicable","25","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","2006114","July 1, 2017","September 30, 2018","October 31, 2018","March 1, 2017","April 8, 2020","May 1, 2020","University of Missouri-Columbia, Columbia, Missouri, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/91/NCT03068091/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03068091"
521,"NCT03592368","Hostile Interpretation Bias Training to Treat Irritability",,"Suspended","No Results Available","Irritable Mood|Mood Disorders","Device: IBT","Change in Interpretation Bias|Neural response in threat learning system.|Learning Rate|Irritability","University of Colorado, Denver","All","13 Years to 17 Years   (Child)","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Basic Science","17-0464","October 15, 2018","February 2021","August 2021","July 19, 2018",,"April 6, 2020","University of Colorado, School of Medicine, Aurora, Colorado, United States","""Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/68/NCT03592368/ICF_000.pdf","https://ClinicalTrials.gov/show/NCT03592368"
522,"NCT02012881","LCoMotion. Learning, Cognition and Motion. Effect of a Four Month School-based Cluster-randomized Intervention","LCoMotion","Completed","No Results Available","Cognitive Function","Behavioral: Physical activity intervention|Behavioral: Usual practice","Executive function accuracy|Academic achievement|Physical activity|Aerobic fitness|Anthropometric measures|Questionnaire","University of Southern Denmark|The Danish Ministry of Education","All","12 Years to 16 Years   (Child)","Not Applicable","870","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","S-20130104","October 2013","June 2014","June 2014","December 16, 2013",,"June 26, 2014","Institute of Sports Science and Clinical Biomechanics, Odense, Denmark",,"https://ClinicalTrials.gov/show/NCT02012881"
523,"NCT00674570","Veteran Stress and Learning Study","VSL","Completed","Has Results","Stress Disorders, Posttraumatic","Drug: Hydrocortisone|Drug: D-Cycloserine|Drug: Placebo","Proportion of Maximum Skin Conductance Response (SCR) in Microsiemens (µS)","VA Office of Research and Development","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 4","111","U.S. Fed","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","CDA-2-037-07F|H841-31915-01A","January 13, 2009","June 22, 2015","June 22, 2015","May 8, 2008","May 30, 2019","May 30, 2019","San Francisco VA Medical Center, San Francisco, CA, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT00674570"
524,"NCT01990521","Prostate Screening Study Using MRI in BRCA Carriers",,"Recruiting","No Results Available","Prostate Cancer","Procedure: MS3TMRI / TRUS Guided Biopsy|Device: MS3TMRI / TRUS Guided Biopsy","Prostate MRI in BRCA carriers|Prostate cancer in BRCA carriers","Toronto Sunnybrook Regional Cancer Centre|Sunnybrook Health Sciences Centre|Women's College Hospital","Male","50 Years and older   (Adult, Older Adult)","Not Applicable","60","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","500-2013","January 2014","December 2020","January 2021","November 21, 2013",,"September 10, 2019","Sunnybrook Odette Cancer Centre, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT01990521"
525,"NCT03122587","Non-Invasive Brain Stimulation and Substance Use",,"Completed","Has Results","Substance Use Disorders","Device: Transcranial Alternating Current Stimulation at 10 Hz|Device: Transcranial Alternating Current Stimulation at 40 Hz|Device: Active sham transcranial alternating current stimulation","Change in Distress Tolerance (Mean Latency to Quit the PASAT-C)|Change in Inhibitory Control (Mean D-prime on the Go/No-Go)","University of North Carolina, Chapel Hill","All","18 Years to 55 Years   (Adult)","Not Applicable","38","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Basic Science","16-2342","May 15, 2017","February 1, 2019","February 1, 2019","April 21, 2017","February 13, 2020","March 6, 2020","Southlight Healthcare, Raleigh, North Carolina, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/87/NCT03122587/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03122587"
526,"NCT04261452","Heart Failure Worsens Muscle Strength in COPD",,"Completed","No Results Available","COPD|CHF|Muscle Weakness","Diagnostic Test: isokinetic dynamometer|Diagnostic Test: Cardiopulmonary Exercise Test|Diagnostic Test: Functional Capacity Tests|Diagnostic Test: Lung Function Test|Diagnostic Test: Doppler Echocardiography|Diagnostic Test: Anthropometry and Body Composition","Muscle weakness|Cardiopulmonary function|Clinical tests|Lung Function|Cardiac Function|Body composition","Mayron Faria de Oliveira|Coordination for the Improvement of Higher Education Personnel|Federal University of São Paulo","All","30 Years and older   (Adult, Older Adult)","Not Applicable","50","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","1275295","August 1, 2014","December 1, 2017","December 1, 2018","February 7, 2020",,"February 7, 2020",,,"https://ClinicalTrials.gov/show/NCT04261452"
527,"NCT00003417","Computer Planned Radiation Therapy Plus Chemotherapy in Treating Patients With Glioblastoma Multiforme",,"Completed","No Results Available","Brain and Central Nervous System Tumors","Drug: carmustine|Radiation: radiation therapy",,"Radiation Therapy Oncology Group|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","40","Other|NIH","Interventional","Primary Purpose: Treatment","RTOG-9803|CDR0000066432","September 1998","May 2004",,"January 27, 2003",,"November 17, 2015","University of Alabama at Birmingham Comprehensive Cancer Center, Birmingham, Alabama, United States|Comprehensive Cancer Institute of Huntsville, Huntsville, Alabama, United States|Huntsville Hospital System, Huntsville, Alabama, United States|MBCCOP - Gulf Coast, Mobile, Alabama, United States|Alabama Oncology, LLC, Montgomery, Alabama, United States|DCH Cancer Treatment Center, Tuscaloosa, Alabama, United States|Foundation for Cancer Research and Education, Phoenix, Arizona, United States|Mount Diablo Medical Center, Concord, California, United States|City of Hope Comprehensive Cancer Center, Duarte, California, United States|Saint Agnes Cancer Center, Fresno, California, United States|California Cancer Center, Fresno, California, United States|Sutter Health Western Division Cancer Research Group, Greenbrae, California, United States|Loma Linda University Medical Center, Loma Linda, California, United States|Veterans Affairs Medical Center - Long Beach, Long Beach, California, United States|Jonsson Comprehensive Cancer Center, UCLA, Los Angeles, California, United States|USC/Norris Comprehensive Cancer Center and Hospital, Los Angeles, California, United States|CCOP - Bay Area Tumor Institute, Oakland, California, United States|Huntington Cancer Center, Pasadena, California, United States|Robert and Beverly Lewis Family Cancer Care Center, Pomona, California, United States|Radiation Oncology Center - Sacramento, Sacramento, California, United States|Radiation Medical Group, Incorporated, San Diego, California, United States|UCSF Comprehensive Cancer Center, San Francisco, California, United States|O'Connor Hospital, San Jose, California, United States|CCOP - Santa Rosa Memorial Hospital, Santa Rosa, California, United States|David Grant Medical Center, Travis Air Force Base, California, United States|Memorial Hospital Cancer Center, Colorado Springs, Colorado, United States|University of Colorado Cancer Center, Denver, Colorado, United States|CCOP - Colorado Cancer Research Program, Incorporated, Denver, Colorado, United States|Saint Mary's Hospital and Medical Center, Grand Junction, Colorado, United States|CCOP - Christiana Care Health Services, Newark, Delaware, United States|University of Florida Health Science Center, Gainesville, Florida, United States|Florida Radiation Oncology Group, Jacksonville, Florida, United States|Holmes Regional Medical Center, Melbourne, Florida, United States|CCOP - Mount Sinai Medical Center, Miami Beach, Florida, United States|Veterans Affairs Medical Center - Miami, Miami, Florida, United States|Sylvester Cancer Center, University of Miami, Miami, Florida, United States|Baptist Hospital of Miami, Miami, Florida, United States|MD Anderson Cancer Center Orlando, Orlando, Florida, United States|Bay Medical Center, Panama City, Florida, United States|Gulf Coast Cancer Treatment Center, Panama City, Florida, United States|Sarasota Radiation and Medical Oncology Center, Sarasota, Florida, United States|Tallahassee Memorial Healthcare, Tallahassee, Florida, United States|H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, United States|Emory University Hospital - Atlanta, Atlanta, Georgia, United States|CCOP - Atlanta Regional, Atlanta, Georgia, United States|Medical Center/John B. Amos Community Cancer Center, Columbus, Georgia, United States|Regional Radiation Oncology Center at Rome, Rome, Georgia, United States|MBCCOP - Hawaii, Honolulu, Hawaii, United States|Northwest Community Hospital, Arlington Heights, Illinois, United States|Northwestern Memorial Hospital, Chicago, Illinois, United States|CCOP - Central Illinois, Decatur, Illinois, United States|Ingalls Memorial Hospital, Harvey, Illinois, United States|Loyola University Medical Center, Maywood, Illinois, United States|Lutheran General Cancer Care Center, Park Ridge, Illinois, United States|Methodist Medical Center of Illinois, Peoria, Illinois, United States|St. John's Medical Center, Anderson, Indiana, United States|Bloomington Hospital, Bloomington, Indiana, United States|Veterans Affairs Medical Center - Indianapolis (Roudebush), Indianapolis, Indiana, United States|Clarian Health Partners Inc., Indianapolis, Indiana, United States|Community Regional Cancer Care, Indianapolis, Indiana, United States|Ball Memorial Hospital, Muncie, Indiana, United States|CCOP - Northern Indiana CR Consortium, South Bend, Indiana, United States|Wendt Regional Cancer Center of Finley Hospital, Dubuque, Iowa, United States|Central Baptist Hospital, Lexington, Kentucky, United States|Cancer Center at Lexington Clinic, Lexington, Kentucky, United States|Albert B. Chandler Medical Center, University of Kentucky, Lexington, Kentucky, United States|James Graham Brown Cancer Center, Louisville, Kentucky, United States|Louisville Radiation Oncology, Louisville, Kentucky, United States|Merle M. Mahr Cancer Center, Madisonville, Kentucky, United States|Mary Bird Perkins Cancer Center, Baton Rouge, Louisiana, United States|Tulane University School of Medicine, New Orleans, Louisiana, United States|MBCCOP - LSU Health Sciences Center, New Orleans, Louisiana, United States|CCOP - Ochsner, New Orleans, Louisiana, United States|Maine Medical Center, Portland, Maine, United States|Anne Arundel Oncology Center, Annapolis, Maryland, United States|Marlene and Stewart Greenebaum Cancer Center, University of Maryland, Baltimore, Maryland, United States|Greater Baltimore Medical Center and Cancer Center, Baltimore, Maryland, United States|Harbor Hospital Center, Baltimore, Maryland, United States|Sinai Hospital of Baltimore, Baltimore, Maryland, United States|Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, Maryland, United States|Peninsula Regional Medical Center, Salisbury, Maryland, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, United States|Cape Cod Hospital, Hyannis, Massachusetts, United States|Veterans Affairs Medical Center - Boston (Jamaica Plain), Jamaica Plain, Massachusetts, United States|CCOP - Michigan Cancer Research Consortium, Ann Arbor, Michigan, United States|University of Michigan Comprehensive Cancer Center, Ann Arbor, Michigan, United States|Barbara Ann Karmanos Cancer Institute, Detroit, Michigan, United States|Henry Ford Hospital, Detroit, Michigan, United States|Hurley Medical Center, Flint, Michigan, United States|McLaren Regional Cancer Center, Flint, Michigan, United States|CCOP - Kalamazoo, Kalamazoo, Michigan, United States|Marquette General Hospital, Marquette, Michigan, United States|MidMichigan Medical Center - Midland, Midland, Michigan, United States|CCOP - Beaumont, Royal Oak, Michigan, United States|William Beaumont Hospital, Royal Oak, Michigan, United States|William Beaumont Hospital - Troy, Troy, Michigan, United States|Mayo Clinic Cancer Center, Rochester, Minnesota, United States|CCOP - Metro-Minnesota, Saint Louis Park, Minnesota, United States|Ellis Fischel Cancer Center - Columbia, Columbia, Missouri, United States|CCOP - Kansas City, Kansas City, Missouri, United States|Mallinckrodt Institute of Radiology, Saint Louis, Missouri, United States|St. Louis University Health Sciences Center, Saint Louis, Missouri, United States|Cancer Research for the Ozarks, Springfield, Missouri, United States|CCOP - Cancer Research for the Ozarks, Springfield, Missouri, United States|CCOP - Montana Cancer Consortium, Billings, Montana, United States|CCOP - Missouri Valley Cancer Consortium, Omaha, Nebraska, United States|Methodist Hospital Cancer Center - Omaha, Omaha, Nebraska, United States|Nebraska Health System, Omaha, Nebraska, United States|CCOP - Southern Nevada Cancer Research Foundation, Las Vegas, Nevada, United States|Norris Cotton Cancer Center, Lebanon, New Hampshire, United States|Elliot Regional Cancer Center, Manchester, New Hampshire, United States|Veterans Affairs Medical Center - East Orange, East Orange, New Jersey, United States|John F. Kennedy Medical Center, Edison, New Jersey, United States|Trinitas Hospital - Jersey Street Campus, Elizabeth, New Jersey, United States|Monmouth Medical Center, Long Branch, New Jersey, United States|South Jersey Regional Cancer Center, Millville, New Jersey, United States|Fox Chase Virtua Health Cancer Program at Virtua Memorial Hospital, Mount Holly, New Jersey, United States|Cancer Institute of New Jersey, New Brunswick, New Jersey, United States|Newark Beth Israel Medical Center, Newark, New Jersey, United States|Atlantic City Medical Center, Pomona, New Jersey, United States|Valley Hospital, Ridgewood, New Jersey, United States|Community Medical Center, Toms River, New Jersey, United States|St. Francis Medical Center, Trenton, New Jersey, United States|Associated Radiologists, P.A., Warren, New Jersey, United States|Radiation Oncology Associates of Albuquerque, Albuquerque, New Mexico, United States|Cancer Center of Albany Medical Center, Albany, New York, United States|State University of New York Health Science Center at Brooklyn, Brooklyn, New York, United States|New York Methodist Hospital, Brooklyn, New York, United States|Roswell Park Cancer Institute, Buffalo, New York, United States|Finger Lakes Radiation Oncology Center, Clifton Springs, New York, United States|CCOP - North Shore University Hospital, Manhasset, New York, United States|Herbert Irving Comprehensive Cancer Center, New York, New York, United States|Champlain Valley Physicians Hospital Medical Center, Plattsburgh, New York, United States|Vassar Brothers Medical Center, Poughkeepsie, New York, United States|James P. Wilmot Cancer Center, Rochester, New York, United States|CCOP - Syracuse Hematology-Oncology Associates of Central New York, P.C., Syracuse, New York, United States|Riverhill Radiation Oncology, Yonkers, New York, United States|Lineberger Comprehensive Cancer Center, UNC, Chapel Hill, North Carolina, United States|Northeast Medical Center, Concord, North Carolina, United States|East Carolina University School of Medicine, Greenville, North Carolina, United States|CCOP - Southeast Cancer Control Consortium, Winston-Salem, North Carolina, United States|Comprehensive Cancer Center at Wake Forest University, Winston-Salem, North Carolina, United States|Trinity Cancer Care Center, Minot, North Dakota, United States|Akron General Medical Center, Akron, Ohio, United States|Akron City Hospital, Akron, Ohio, United States|Christ Hospital, Cincinnati, Ohio, United States|Barrett Cancer Center, Cincinnati, Ohio, United States|Ireland Cancer Center, Cleveland, Ohio, United States|University Hospitals of Cleveland, Cleveland, Ohio, United States|Cleveland Clinic Taussig Cancer Center, Cleveland, Ohio, United States|CCOP - Columbus, Columbus, Ohio, United States|Arthur G. James Cancer Hospital - Ohio State University, Columbus, Ohio, United States|CCOP - Dayton, Dayton, Ohio, United States|CCOP - Toledo Community Hospital, Toledo, Ohio, United States|St. Anthony Hospital, Oklahoma City, Oklahoma, United States|University of Oklahoma Health Sciences Center, Oklahoma City, Oklahoma, United States|St. John Health System, Tulsa, Oklahoma, United States|CCOP - Oklahoma, Tulsa, Oklahoma, United States|CCOP - Columbia River Oncology Program, Portland, Oregon, United States|Lehigh Valley Hospital, Allentown, Pennsylvania, United States|St. Luke's Hospital Cancer Center, Bethlehem, Pennsylvania, United States|Geisinger Medical Center, Danville, Pennsylvania, United States|Mercy Fitzgerald Hospital, Darby, Pennsylvania, United States|Delaware County Memorial Hospital, Drexel Hill, Pennsylvania, United States|Pocono Cancer Center, East Stroudsburg, Pennsylvania, United States|Milton S. Hershey Medical Center, Hershey, Pennsylvania, United States|Abramson Cancer Center of the University of Pennsylvania, Philadelphia, Pennsylvania, United States|Veterans Affairs Medical Center - Philadelphia, Philadelphia, Pennsylvania, United States|Kimmel Cancer Center of Thomas Jefferson University - Philadelphia, Philadelphia, Pennsylvania, United States|Fox Chase Cancer Center, Philadelphia, Pennsylvania, United States|Albert Einstein Cancer Center, Philadelphia, Pennsylvania, United States|Mercy Hospital of Pittsburgh, Pittsburgh, Pennsylvania, United States|Western Pennsylvania Hospital, Pittsburgh, Pennsylvania, United States|University of Pittsburgh Cancer Institute, Pittsburgh, Pennsylvania, United States|Reading Hospital and Medical Center, Reading, Pennsylvania, United States|Mercy Hospital Cancer Center - Scranton, Scranton, Pennsylvania, United States|Wilkes Barre General Hospital, Wilkes-Barre, Pennsylvania, United States|York Cancer Center, York, Pennsylvania, United States|Roger Williams Medical Center/BUSM, Providence, Rhode Island, United States|CCOP - Greenville, Greenville, South Carolina, United States|CCOP - Upstate Carolina, Spartanburg, South Carolina, United States|Rapid City Regional Hospital, Rapid City, South Dakota, United States|Jackson-Madison County General Hospital, Jackson, Tennessee, United States|University of Tennessee Cancer Institute, Memphis, Tennessee, United States|Vanderbilt-Ingram Cancer Center, Nashville, Tennessee, United States|Harrington Cancer Center, Amarillo, Texas, United States|University of Texas Medical Branch, Galveston, Texas, United States|University of Texas - MD Anderson Cancer Center, Houston, Texas, United States|Wilford Hall Medical Center, Lackland Air Force Base, Texas, United States|Joe Arrington Cancer Research and Treatment Center, Lubbock, Texas, United States|Bayshore Medical Center, Pasadena, Texas, United States|Dixie Regional Medical Center, Saint George, Utah, United States|University of Utah Health Sciences Center, Salt Lake City, Utah, United States|Latter Day Saints Hospital, Salt Lake City, Utah, United States|Green Mountain Oncology Group, Burlington, Vermont, United States|Vermont Cancer Center, Burlington, Vermont, United States|Cancer Center at the University of Virginia, Charlottesville, Virginia, United States|RMH Regional Cancer Center, Harrisonburg, Virginia, United States|Naval Medical Center, Portsmouth, Portsmouth, Virginia, United States|Bon Secours - St. Mary's Hospital, Richmond, Virginia, United States|Massey Cancer Center, Richmond, Virginia, United States|Virginia Mason Medical Center, Seattle, Washington, United States|Deaconess Medical Center, Spokane, Washington, United States|Yakima Valley Memorial Hospital, Yakima, Washington, United States|Schiffler Cancer Center, Wheeling, West Virginia, United States|CCOP - St. Vincent Hospital Cancer Center, Green Bay, Green Bay, Wisconsin, United States|St. Vincent Hospital, Green Bay, Wisconsin, United States|Gundersen Lutheran Medical Foundation, La Crosse, Wisconsin, United States|Southern Wisconsin Radiotherapy Center, Madison, Wisconsin, United States|University of Wisconsin Comprehensive Cancer Center, Madison, Wisconsin, United States|Marshfield Clinic, Marshfield, Wisconsin, United States|Community Memorial Hospital, Menomonee Falls, Wisconsin, United States|Columbia Hospital, Milwaukee, Wisconsin, United States|St. Luke's Medical Center, Milwaukee, Wisconsin, United States|Medical College of Wisconsin Cancer Center, Milwaukee, Wisconsin, United States|Veterans Affairs Medical Center - Milwaukee (Zablocki), Milwaukee, Wisconsin, United States|All Saints Cancer Center, Racine, Wisconsin, United States|Waukesha Memorial Hospital Regional Cancer Center, Waukesha, Wisconsin, United States|Tom Baker Cancer Center - Calgary, Calgary, Alberta, Canada|Cross Cancer Institute, Edmonton, Alberta, Canada|Saint John Regional Hospital, Saint John, New Brunswick, Canada|Newfoundland Cancer Treatment and Research Foundation, St. Johns, Newfoundland and Labrador, Canada|Nova Scotia Cancer Centre, Halifax, Nova Scotia, Canada|Cancer Care Ontario-Hamilton Regional Cancer Centre, Hamilton, Ontario, Canada|Kingston Regional Cancer Centre, Kingston, Ontario, Canada|Cancer Care Ontario-London Regional Cancer Centre, London, Ontario, Canada|Ottawa Regional Cancer Centre, Ottawa, Ontario, Canada|Northeastern Ontario Regional Cancer Centre, Sudbury, Sudbury, Ontario, Canada|Northwestern Ontario Regional Cancer Centre, Thunder Bay, Thunder Bay, Ontario, Canada|Toronto Sunnybrook Regional Cancer Centre, Toronto, Ontario, Canada|Princess Margaret Hospital, Toronto, Ontario, Canada|CHUS-Hopital Fleurimont, Fleurimont, Quebec, Canada|Centre Hospitalier de l'Universite de Montreal, Montreal, Quebec, Canada|McGill University, Montreal, Quebec, Canada|Centre Hospitalier Universitaire de Quebec, Quebec City, Quebec, Canada|Allan Blair Cancer Centre, Regina, Saskatchewan, Canada|Saskatoon Cancer Centre, Saskatoon, Saskatchewan, Canada",,"https://ClinicalTrials.gov/show/NCT00003417"
528,"NCT03265015","Theta Burst Stimulation for Compulsive Behavior Non-invasive Brain Stimulation Study",,"Completed","No Results Available","Compulsive Behavior|Obsessive-Compulsive Disorder","Behavioral: Habit Override Practice|Other: Transcranial Magnetic Stimulation","functional Magnetic Resonance Imaging (fMRI)|Effort to resist compulsive behaviors in response to laboratory triggers|Duration of compulsive behaviors in response to laboratory triggers|Intensity of urges to perform compulsive behaviors in response to laboratory triggers|Goal-directed cognition|Yale-Brown Obsessive Compulsive Scale (Y-BOCS)|WHO Disability Assessment Scale 2.0|Obsessive Compulsive Inventory-Revised (OCI-R)","University of Pittsburgh","All","18 Years to 55 Years   (Adult)","Not Applicable","78","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","R21MH112770","September 15, 2017","March 30, 2020","March 30, 2020","August 29, 2017",,"April 24, 2020","Western Psychiatric Institute and Clinic, Pittsburgh, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT03265015"
