"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
234,"NCT04359108","Environmental Localization Mapping and Guidance for Visual Prosthesis Users","SLAM","Not yet recruiting","No Results Available","Retinitis Pigmentosa|Visual Impairment|Visual Prosthesis","Device: Navigation System for Users of a Visual Prosthesis","Accuracy as assessed as ratio of target identification success to total trials|Trial Time as assessed by mean time duration to identify target|Success in psychophysical judgments","Johns Hopkins University|Carnegie Mellon University|National Eye Institute (NEI)","All","20 Years to 70 Years   (Adult, Older Adult)","Not Applicable","35","Other|NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","IRB00228932|1R01EY029741-01A1","July 1, 2020","September 30, 2023","September 30, 2023","April 24, 2020",,"June 23, 2020","Johns Hopkins Medicine - Wilmer Eye Institute, Baltimore, Maryland, United States|Johns Hopkins Applied Physics Laboratory, Laurel, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT04359108"
235,"NCT03291509","Remote Delivery of Weight Management for Adults With IDD",,"Recruiting","No Results Available","Obesity","Behavioral: Video Conference Meetings|Behavioral: In-person Meetings|Behavioral: Enhanced Stop Light Diet|Behavioral: Physical Activity","Change in weight|Change in Quality of Life|Cost analysis of study interventions","University of Kansas Medical Center|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","All","18 Years and older   (Adult, Older Adult)","Not Applicable","120","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","STUDY00140653|R01DK114121-01","February 21, 2018","July 2020","December 2021","September 25, 2017",,"March 26, 2019","University of Kansas Medical Center, Kansas City, Kansas, United States",,"https://ClinicalTrials.gov/show/NCT03291509"
236,"NCT02140164","Study of Oral Minocycline in Treating Bilateral Cystoid Macular Edema Associated With Retinitis Pigmentosa",,"Completed","Has Results","Retinitis Pigmentosa","Drug: Minocycline","Change in Cystoid Macular Edema (CME) Based on Optical Coherence Tomography (OCT) Measurements in the Study Eye at 6 Months Compared to the Average of the Pre-treatment Values.|Change in Cystoid Macular Edema (CME) Based on Optical Coherence Tomography (OCT) Measurements in the Study Eye at 12 Months Compared to the Average of the Pre-treatment Values|Changes in Amplitude of Photopic and Scotopic Responses on Electroretinogram (ERG) Testing at 6 Months as Compared to the Average of Pre-treatment Values|Changes in Amplitude of Photopic and Scotopic Responses on Electroretinogram (ERG) Testing at 12 Months as Compared to the Average of Pre-treatment Values|Change in Microperimetry at 6 Months as Compared to the Average of Pre-treatment Values|Change in Microperimetry at 12 Months as Compared to the Average of Pre-treatment Values|Change in Visual Field as Measured by HVF 30-2 Visual Field Testing at 6 Months as Compared to the Average of Pre-treatment Values|Change in Visual Field as Measured by HVF 30-2 Visual Field Testing at 12 Months as Compared to the Average of Pre-treatment Values|Number of Study Eyes Achieving a 15-letter or More Worsening in Electronic Visual Acuity (EVA) at 12 Months as Compared to Baseline|Number of Ocular Adverse Events|Number of Non-ocular Adverse Events|Number of Severe Adverse Events","National Eye Institute (NEI)|The Emmes Company, LLC|National Institutes of Health Clinical Center (CC)","All","12 Years and older   (Child, Adult, Older Adult)","Phase 1|Phase 2","7","NIH|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","140108|14-EI-0108","May 2014","November 2015","June 2016","May 16, 2014","January 16, 2017","December 5, 2017","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT02140164"
237,"NCT03908515","Multi-center Clinical Observation of FCVB in Guangdong Province",,"Not yet recruiting","No Results Available","Retina Detachment|Eye Injuries|Eye Atrophy|Silicone Emulsion","Device: Foldable Capsular Vitreous Body (FCVB)","Corneal transverse diameter change|Ocular protrusion change|Visual acuity|Intraocular pressure|Local inflammatory response|Patients satisfaction","Sun Yat-sen University","All","18 Years and older   (Adult, Older Adult)",,"100","Other","Observational","Observational Model: Other|Time Perspective: Prospective","FCVB 2019","May 1, 2019","May 31, 2019","May 31, 2020","April 9, 2019",,"April 16, 2019","Zhongshan Ophthalmic Center of Sun yat-sen Universtiy, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT03908515"
238,"NCT03644914","Enhancing Reading Skills in 1st Grade Children",,"Completed","No Results Available","Literacy","Behavioral: 10-week Reading Program","Change in Test of Word Reading Efficiency (TOWRE) Score|Change in Inventory of Reading Occupations (IRO) Score","Columbia University","All","6 Years to 7 Years   (Child)","Not Applicable","24","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AAAR8813","February 15, 2019","June 21, 2019","June 30, 2019","August 23, 2018",,"July 9, 2019","NYC Elementary Public School (recruitment location), New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT03644914"
239,"NCT02562469","ACTIVATE: A Computerized Training Program for Children With ADHD",,"Completed","No Results Available","ADHD","Other: ACTIVATE","ADHD symptoms on the Disruptive Behavior Rating Scale","New York University","All","7 Years to 11 Years   (Child)","Not Applicable","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ACTIVATE","September 2015","August 2017","August 2017","September 29, 2015",,"October 2, 2018","New York University, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT02562469"
240,"NCT03016156","Determination of the Sensitivity and Specificity of a Smartphone Application to Detect Retinoblastoma",,"Active, not recruiting","No Results Available","Retinoblastoma|Cataracts Infantile|Glaucoma, Congenital|Leucocoria","Other: CRADLE|Other: Red reflex testing","Rate of detection of leukocoria using CRADLE|Sensitivity of CRADLE versus ophthalmoscope to detect leukocoria|Specificity of CRADLE versus ophthalmoscope to detect leukocoria","St. Jude Children's Research Hospital","All","up to 7 Years   (Child)","Not Applicable","290","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Diagnostic","RBAPP","March 15, 2018","March 2021","March 2021","January 10, 2017",,"April 15, 2020","St. Jude Children's Research Hospital, Memphis, Tennessee, United States",,"https://ClinicalTrials.gov/show/NCT03016156"
241,"NCT03727659","CONNECT for Depressed Cannabis Users Trial","CONNECT","Active, not recruiting","No Results Available","Substance Abuse|Depression","Behavioral: SHADE therapy + CONNECT FaceBook support","Change in illicit drug use between study visits and at follow up|Change in depression symptoms and severity between study visits and at follow up|Change in adherence to collateral psychiatric treatment between study visits and at follow up|Change in alcohol use between study visits and at follow up|Change in alcohol, tobacco and other drug use between study visits and at follow up","University of California, Los Angeles","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","25","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CONNECT","March 22, 2017","December 1, 2018","December 31, 2018","November 1, 2018",,"November 1, 2018","UCLA Integrated Substance Abuse Programs, Los Angeles, California, United States",,"https://ClinicalTrials.gov/show/NCT03727659"
242,"NCT01118988","Peer Mentorship: An Intervention To Promote Effective Pain Self-Management In Adolescents",,"Completed","Has Results","Irritable Bowel Syndrome (IBS)|Functional Abdominal Pain|Fibromyalgia|Complex Regional Pain Syndrome (CRPS)|Myofacial Pain|Chronic Daily Headaches|Migraine Headaches|Chronic Pain","Behavioral: Mentorship","Adherence to Physician Recommended CAM Therapies|Body Map and Pain Assessment|Pittsburgh Sleep Quality Index (PSQI)|Child Symptom Inventory (CSI)|Child Anxiety Sensitivity Inventory (CASI) - Child Report|Health Belief Scale (HBS) Short Version - Child Report|Emotion Regulation Questionnaire (ERQ) - Child Answer|Emotion Expression Scale for Children (EESC)|Functional Disability Inventory (FDI)|Revised Child Anxiety and Depression Scale (RCADS) Child Report|Beck Depression Inventory 2 (BDI-2) #18|Child Health Questionnaire - Child Report (CHQ)|Positive and Negative Affect Scale (PANAS)","University of California, Los Angeles","All","12 Years to 18 Years   (Child, Adult)","Not Applicable","27","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","1R21HD057421-01A2","December 2009","June 2011","June 2011","May 7, 2010","March 9, 2016","September 30, 2016","UCLA Pediatric Pain Management Clinic, Los Angeles, California, United States",,"https://ClinicalTrials.gov/show/NCT01118988"
243,"NCT03188042","A Study Using Transorbital Alternating Current Stimulation for People With Glaucoma",,"Recruiting","No Results Available","Glaucoma","Device: rtACS Stimulation|Device: Sham Intervention","Change in Optical coherence tomography (OCT)|Change in OCT angiography|Change in Magnetic resonance imaging (MRI)|Change in Visual acuity|Change in Contrast sensitivity|Change in Score on Assessment of Life Habits (LIFE-H), short form 3.1|Change in score on National Eye Institute Visual Functioning Questionnaire (VFQ-39)|Change in score on 36-Item Short Form Survey (SF-36)","NYU Langone Health","All","50 Years to 70 Years   (Adult, Older Adult)","Not Applicable","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","16-02005","December 14, 2017","March 2022","March 2022","June 15, 2017",,"May 8, 2020","New York University School of Medicine, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT03188042"
244,"NCT02768896","Monitoring Brain Waves in Response to Visual and/or Auditory Stimulation in Parkinson's Disease Patients",,"Unknown status","No Results Available","Parkinson's Disease","Behavioral: Baseline|Behavioral: visual stimuli|Behavioral: Auditory stimuli|Behavioral: Visual and auditory stimuli","Voltage fluctuation resulting from brain activity after visual stimuli|Voltage fluctuation resulting from brain activity after auditory stimuli|Voltage fluctuation resulting from brain activity after visual and auditory stimuli","Rambam Health Care Campus|Technion, Israel Institute of Technology","All","18 Years to 99 Years   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","0182-16RMB","June 2016","January 2018","February 2018","May 11, 2016",,"June 7, 2016",,,"https://ClinicalTrials.gov/show/NCT02768896"
245,"NCT01163760","Clinical Evaluation of Two Daily Disposable Contact Lenses",,"Completed","Has Results","Refractive Error","Device: etafilcon A|Device: ocufilcon D","Lens Comfort|Comfort Throughout the Whole Day","Johnson & Johnson Vision Care, Inc.|Singapore Polytechnic University|Visioncare Research Ltd.","All","21 Years to 39 Years   (Adult)","Not Applicable","50","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","CR-0706|PRO-518","September 2007","September 2007","September 2007","July 16, 2010","July 16, 2010","June 19, 2018","Singapore, Singapore",,"https://ClinicalTrials.gov/show/NCT01163760"
246,"NCT02621671","Communicating Multiple Disease Risks",,"Completed","No Results Available","Healthy","Behavioral: Cognitive interview|Other: Survey","Test eight images/visual displays that communicate risk estimates of five diseases associated with physical activity as measured by participants understanding of the images/visual displays|Most effective combination of strategies in communicating multiple disease risk estimates (Arm 2 only)|Time that it takes to complete the survey that accompanies the images (Arm 1 only)","Washington University School of Medicine","All","30 Years to 65 Years   (Adult, Older Adult)","Phase 1","1191","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","201501028","April 1, 2015","June 27, 2017","June 27, 2017","December 3, 2015",,"November 6, 2017","Washington University School of Medicine, Saint Louis, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT02621671"
247,"NCT00904982","Randomized Trial of Interventions to Improve Warfarin Adherence","WIN3","Completed","Has Results","Atrial Fibrillation|Deep Vein Thrombosis|Dilated Cardiomyopathies","Behavioral: Financial Incentive and Med-eMonitor|Device: 2Med-eMonitor","Improved Warfarin Adherence/% Timeout of Target INR Range","University of Pennsylvania","All","18 Years and older   (Adult, Older Adult)","Not Applicable","268","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Other","809166","October 2009","May 2012","December 2013","May 20, 2009","March 16, 2017","March 16, 2017","Hospital of the University of Pennsylvania Anticoagulation Management Center, Philadelphia, Pennsylvania, United States|Philadelphia Veteran Affairs Medical Center, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT00904982"
248,"NCT04307108","Magic Glass Evaluation in People With Stroke",,"Recruiting","No Results Available","Stroke","Device: Magic Glass","the usability of the intervention;|the usability of the intervention|the acceptability of the intervention|the process requirements for the new care pathway;|the resource requirements for the new care pathway;|the intensity in Rehabilitation Therapy|the duration in Rehabilitation Therapy|Functional independence in the activities of daily living with respect to the modified Rankin Scale|Functional independence in the activities of daily living with respect to the Barthel Index|physical activity as measured by range of motion|cognitive function|Stroke specific quality of life|potential cost effectiveness of the solution","University of Ulster|Western Health and Social Care Trust|Southern Health and Social Care Trust|Tech 4 Care|miThings AB","All","18 Years and older   (Adult, Older Adult)","Not Applicable","300","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","18/NI/0080","November 11, 2018","March 30, 2020","June 10, 2020","March 13, 2020",,"March 13, 2020","Neuro-rehabilitation Department of the University Hospital of Ancona., Ancona, Italy|Western Health and Social Care Trust, Derry, United Kingdom|Southern Health and Social Care Trust, Lurgan, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04307108"
249,"NCT01153789","Study of Oculomotor Dysfunction Leading to Children Vertigo","VERVE","Completed","No Results Available","Vertigo|Headache|Anomaly of Vergence System|Accommodation Disorders|Orthoptic Rehabilitation","Procedure: orthoptic rehabilitation|Other: Orthoptic diagnostic","oculomotor complete evaluation (static and dynamic and accommodation), posturography test and a visual dynamic acuity test|free of symptoms","Assistance Publique - Hôpitaux de Paris|Centre National de la Recherche Scientifique, France","All","6 Years to 17 Years   (Child)","Not Applicable","183","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","P081114","September 2010","February 2014","August 2014","June 30, 2010",,"December 4, 2014","ORL Service - Robert Debre Hospital, Paris, France",,"https://ClinicalTrials.gov/show/NCT01153789"
250,"NCT01213004","Evaluation of Respiratory Motion-Corrected Cone-Beam CT in Radiation Treatment of Thoracic and Abdominal Cancers",,"Completed","No Results Available","Gastric Cancer|Lung Cancer","Procedure: respiration correlated CT scan","To determine whether motion-corrected cone-beam CT (CBCT) improves the localization accuracy|To determine whether motion-corrected cone-beam CT (CBCT) can visualize and localize abdominal tumors using intravenous contrast enhancement.|To determine whether motion-corrected cone-beam CT (CBCT) derived from a respiration correlated CT (RCCT) scan on the same day improves localization accuracy|To determine whether tumor and organ-at-risk positions localized in cone-beam CT (CBCT)","Memorial Sloan Kettering Cancer Center|University of North Carolina, Chapel Hill|Varian Medical Systems","All","18 Years and older   (Adult, Older Adult)","Not Applicable","52","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","10-146","September 2010","February 2018","February 2018","October 1, 2010",,"February 6, 2018","Memorial Sloan Kettering Cancer Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT01213004"
251,"NCT03491436","Pregnancy Remote Monitoring of Women at Risk for Gestational Diabetes",,"Withdrawn","No Results Available","Pregnancy Diabetic","Device: iHealth Align","Blood glucose sober|Weight once a day|blood glucose 2 hours after meal 1|blood glucose 2 hours after meal 2|blood glucose 2 hours after meal 3","Hasselt University","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","0","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","PRM-001","May 1, 2017","December 31, 2017","December 31, 2017","April 9, 2018",,"April 9, 2018","Ziekenhuis Oost-Limburg, Genk, Belgium",,"https://ClinicalTrials.gov/show/NCT03491436"
252,"NCT00088712","Event Related Potentials in Infants and Adults",,"Completed","No Results Available","Healthy|Child Development",,"EEG response","Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|National Institutes of Health Clinical Center (CC)","All","3 Months to 45 Years   (Child, Adult)",,"440","NIH","Observational","Observational Model: Cohort|Time Perspective: Cross-Sectional","040250|04-CH-0250","July 28, 2004",,"August 26, 2019","August 2, 2004",,"September 10, 2019","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00088712"
253,"NCT03493958","RCT of Web-Based Behavioral Sleep Intervention for Individuals With Alcohol Use Disorder",,"Enrolling by invitation","No Results Available","Alcohol Dependence","Other: SHUTi Control|Behavioral: SHUTi","Phase II: Primary outcome measures include changes in insomnia severity over time and changes in actigraphy- recorded sleep efficiency over time.|Phase I: Assess the feasibility and acceptability of Internet-based CBT-I among individuals with AUD in recovery|TLFB and PACS|sleep disturbance, daytime sleepiness, anxiety/depression, fatigue, selfefficacy for sleep, dysfunctional beliefs about sleep, and functional outcomes|Actigraphy-generated measures","National Institutes of Health Clinical Center (CC)","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","17","NIH","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","180079|18-CC-0079","March 5, 2019","December 31, 2021","December 31, 2021","April 11, 2018",,"May 4, 2020","National Institutes of Health Clinical Center, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT03493958"
254,"NCT01765972","Open Eye Corneal Swelling With Daily Disposable Contact Lenses and no Lens Wear",,"Completed","Has Results","Corneal Swelling","Device: etafilcon A with Lacreon|Device: etafilcon A with Lacreon with print|Device: etafilcon A with print|Device: Spectacles (habitual)","Percentage Change From Baseline of Corneal Swelling 8 Hours Post Fit","Johnson & Johnson Vision Care, Inc.","All","18 Years to 45 Years   (Adult)","Not Applicable","39","Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","CR-5252","December 2012","May 2013","May 2013","January 11, 2013","July 20, 2016","June 19, 2018","Waterloo, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT01765972"
255,"NCT02139722","Patient-Centered Care and Asian Americans",,"Completed","No Results Available","Hepatitis B|Hepatitis C|Liver Disease","Behavioral: Video Doctor, PA + PPN","EHR-documented hepatitis B surface antigen (HBsAg) test|Knowledge about hepatitis B virus (HBV) and hepatitis C virus (HCV)","University of California, San Francisco|San Francisco General Hospital|San Francisco Hep B Free Campaign","All","18 Years and older   (Adult, Older Adult)","Not Applicable","431","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Screening","AD-11-4615","January 2, 2014","May 28, 2017","July 30, 2017","May 15, 2014",,"October 26, 2017","San Francisco General Hospital, San Francisco, California, United States|UCSF, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT02139722"
256,"NCT02759692","Clinical Evaluation of Two Approved Contact Lenses",,"Completed","Has Results","Visual Acuity","Device: TEST Contact Lens|Device: CONTROL Contact Lens","Overall Comfort|Overall Quality of Vision|Individual Patient Reported Outcomes (Items 1-5)|Individual Patient Reported Outcomes (Items 6-10)|Individual Patient Reported Outcomes (Items 11-14)|Individual Patient Reported Outcomes (Items 15-17)","Johnson & Johnson Vision Care, Inc.","All","18 Years to 39 Years   (Adult)","Not Applicable","283","Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","CR-5829","April 1, 2016","June 1, 2016","June 1, 2016","May 3, 2016","August 18, 2017","August 18, 2017","Becky Bizzle, OD, Montgomery, Alabama, United States|Complete Family Eye Care of Fruit Cove, Jacksonville, Florida, United States|Golden Family Eyecare, Sarasota, Florida, United States|St. Lucy's Vision Center, Tampa, Florida, United States|Eye Associates of Winter Park, Winter Park, Florida, United States|VisualEyes, Inc., Roswell, Georgia, United States|Advantage Eyecare Associates, LLC, Neodesha, Kansas, United States|Sacco Eye Group, Vestal, New York, United States|Advanced Family Eye Care, Denver, North Carolina, United States|Total Eye Care PA, Memphis, Tennessee, United States|Brian Frazier, OD, Jacksonville, Texas, United States|Timothy R. Poling, OD, Salem, Virginia, United States|Ziegler Leffingwell Eyecare, West Allis, Wisconsin, United States",,"https://ClinicalTrials.gov/show/NCT02759692"
257,"NCT01922934","A Toolbox Approach to Obesity Treatment in Primary Care","Toolbox","Completed","Has Results","Obesity","Behavioral: Commercial weight loss program|Behavioral: Colorado Weigh|Dietary Supplement: Meal replacements|Drug: Obesity pharmacotherapy|Behavioral: Recreation center passes","Percentage of Participants Who Achieved >5% Weight Loss at 12 Months|Health Care Utilization - Non-study Clinic Visits|Health Care Utilization - Laboratory Measurements|Documentation of Obesity","Denver Health and Hospital Authority","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 4","4730","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","GM3469","January 2014","August 2016","August 2016","August 14, 2013","August 18, 2017","August 18, 2017","Denver Health and Hospital Authority, Denver, Colorado, United States",,"https://ClinicalTrials.gov/show/NCT01922934"
258,"NCT02338973","Interferon Gamma-1b Administered Topically for Macular Edema/Intraretinal Schisis Cysts in Rod-Cone Dystrophy (RCD) and Enhanced S-Cone Syndrome (ESCS)",,"Terminated","Has Results","Inherited Ophthalmic Diseases|Inherited Retinal Degeneration","Drug: Interferon gamma-1b","Number and Severity of IP-related AEs|Number of Participants Who Withdrew|Change in Best Corrected Visual Acuity (BCVA) From Baseline as Compared to Day 1|Change in Best Corrected Visual Acuity (BCVA) From Baseline as Compared to Day 2|Change in Best Corrected Visual Acuity (BCVA) From Baseline as Compared to Day 3|Change in Best Corrected Visual Acuity (BCVA) From Baseline as Compared to Week 2|Change in Best Corrected Visual Acuity (BCVA) From Baseline as Compared to Week 5|Change in Best Corrected Visual Acuity (BCVA) From Baseline as Compared to Week 8|Change in Best Corrected Visual Acuity (BCVA) From Baseline as Compared to Week 52|Change in Maximum Subretinal Fluid Volume From Baseline as Compared to Day 1|Change in Maximum Subretinal Fluid Volume From Baseline as Compared to Day 2|Change in Maximum Subretinal Fluid Volume From Baseline as Compared to Day 3|Change in Maximum Subretinal Fluid Volume From Baseline as Compared to Week 2|Change in Maximum Subretinal Fluid Volume From Baseline as Compared to Week 5|Change in Maximum Subretinal Fluid Volume From Baseline as Compared to Week 8|Change in Maximum Subretinal Fluid Volume From Baseline as Compared to Week 52|Change in Central Retinal Thickness as Measured on Cirrus OCT From Baseline as Compared to Day 1|Change in Central Retinal Thickness as Measured on Cirrus OCT From Baseline as Compared to Day 2|Change in Central Retinal Thickness as Measured on Cirrus OCT From Baseline as Compared to Day 3|Change in Central Retinal Thickness as Measured on Cirrus OCT From Baseline as Compared to Week 2|Change in Central Retinal Thickness as Measured on Cirrus OCT From Baseline as Compared to Week 5|Change in Central Retinal Thickness as Measured on Cirrus OCT From Baseline as Compared to Week 8|Change in Central Retinal Thickness as Measured on Cirrus OCT From Baseline as Compared to Week 52|Change in Central Retinal Thickness as Measured on Spectralis OCT From Baseline as Compared to Day 1|Change in Central Retinal Thickness as Measured on Spectralis OCT From Baseline as Compared to Day 2|Change in Central Retinal Thickness as Measured on Spectralis OCT From Baseline as Compared to Day 3|Change in Central Retinal Thickness as Measured on Spectralis OCT From Baseline as Compared to Week 2|Change in Central Retinal Thickness as Measured on Spectralis OCT From Baseline as Compared to Week 5|Change in Central Retinal Thickness as Measured on Spectralis OCT From Baseline as Compared to Week 8|Change in Central Retinal Thickness as Measured on Spectralis OCT From Baseline as Compared to Week 52|Change in Central Visual Field Sensitivity at Day 2 and Week 5 Compared to Baseline.","National Eye Institute (NEI)|National Institutes of Health Clinical Center (CC)","All","12 Years and older   (Child, Adult, Older Adult)","Phase 1|Phase 2","4","NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","150052|15-EI-0052","January 14, 2015","June 1, 2018","July 26, 2018","January 15, 2015","August 6, 2019","August 13, 2019","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/73/NCT02338973/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02338973"
259,"NCT02415764","OnTrack>An Online Role-Playing Game: A Small Business Innovation Research (SBIR) Grant",,"Completed","No Results Available","Psychosis|Schizoaffective Disorder|Schizophrenia","Behavioral: Behavioral/Attitudinal OnTrack Role-Playing Game","Changes in attitudes toward recovery|Sense of stigma and empowerment|Increased engagement in treatment|Attitudes toward the game","Center for Social Innovation, Massachusetts|Research Foundation for Mental Hygiene, Inc.","All","18 Years to 30 Years   (Adult)","Phase 1","19","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research","1R43MH105013-01","June 2015","March 2016","March 2016","April 14, 2015",,"July 27, 2016","Center for Social Innovation, Needham, Massachusetts, United States|New York State Psychiatric Institute, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT02415764"
260,"NCT02479516","Community Health Assessment Program in the Philippines","CHAP-P","Unknown status","No Results Available","Diabetes","Behavioral: Community Health Assessment Program Philippines (CHAP-P)","Elevated HBA1c|Blood Pressure","McMaster University|Ateneo de Zamboanga University","All","40 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","45","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","APP242122","November 2015","October 2017","October 2017","June 24, 2015",,"June 24, 2015",,,"https://ClinicalTrials.gov/show/NCT02479516"
261,"NCT03397498","Computerized Cognitive Intervention in the Oldest-Old",,"Completed","No Results Available","Cognition|Dementia","Behavioral: CogniFit™|Behavioral: Control-games","Change in Global Cognition Composite|Change in Memory Function|Change in Logical Memory Story A|Change in Attention/Executive function score|Change in Language function score","Icahn School of Medicine at Mount Sinai","All","80 Years and older   (Older Adult)","Not Applicable","69","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Prevention","GCO 09-2339","March 10, 2011","December 16, 2014","December 16, 2014","January 12, 2018",,"January 12, 2018","Jewish Home Lifecare, New York, New York, United States|Icahn School of Medicine at Mount Sinia, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT03397498"
