"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
219,"NCT04002258","Prolactin Change in Chinese Patients With Schizophrenia After Antipsychotics Treatment",,"Active, not recruiting","No Results Available","Schizophrenia|Antipyretics Toxicity|Prolactin Excess","Drug: Antipsychotic","prolactin level at first 1-month antipsychotic treatment|prolactin level at other time points","Shanghai Mental Health Center","All","14 Years and older   (Child, Adult, Older Adult)",,"10000","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","CRC2018DSJ01-2","June 6, 2019","November 2020","December 2020","June 28, 2019",,"January 2, 2020","Shanghai Mental Health Center, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04002258"
220,"NCT03065829","Self-Management Behaviors of Caregivers of the Chronically Critically Ill","ASSIST","Completed","No Results Available","Critical Illness","Behavioral: ASSIST|Behavioral: Attention-Control","Repeated Measures|Change in Active Living Protocol (captured on wearable device)|Change in Daily Diary of Physical Activity (captured on wearable device)|Change in Perceived Stress Scale|Change in PROMIS-29 Scale|Change in Zarits Burden Interview|Change in Health Behaviors Questionnaire|Change in Heart Rate Variability (captured on wearable device)","Case Western Reserve University|National Institutes of Health (NIH)|National Institute of Nursing Research (NINR)","All","18 Years and older   (Adult, Older Adult)","Not Applicable","19","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Supportive Care","11-15-11|P30NR015326","February 2016","July 31, 2017","July 31, 2017","February 28, 2017",,"July 10, 2018","University Hospitals Case Medical Center, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT03065829"
221,"NCT04376736","Home Visits for Patients at Risk for Appointment No-shows","SNAP HOME","Suspended","No Results Available","Utilization, Health Care|Engagement, Patient|No-Show Patients","Other: Home visit","Engagement|Healthcare utilization as assessed by number of hospitalizations","Johns Hopkins University","All","18 Years and older   (Adult, Older Adult)","Not Applicable","400","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Other","IRB00196142","September 1, 2019","July 1, 2021","July 1, 2022","May 6, 2020",,"May 6, 2020","Johns Hopkins Outpatient Center, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT04376736"
222,"NCT04424030","International Consortium for Multimodality Phenotyping in Adults With Non-compaction","NONCOMPACT","Not yet recruiting","No Results Available","Non-Compaction Cardiomyopathy","Diagnostic Test: Echocardiography|Diagnostic Test: Magnetic resonance imaging (MRI)|Diagnostic Test: Computed tomography (CT)","Incidence of hard embolic adverse events|Incidence of hard arrhythmic adverse events|Incidence of hard heart failure related adverse events|Incidence of composite of hard adverse events|Incidence of all embolic adverse events|Incidence of all arrhythmic adverse events|Incidence of all heart failure related adverse events|Incidence of composite of adverse events","Stanford University|The Cleveland Clinic|University of Pennsylvania|Erasmus Medical Center|Seoul National University Hospital","All","18 Years and older   (Adult, Older Adult)",,"600","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","56001|SSU00099737","July 1, 2020","April 1, 2025","April 1, 2025","June 9, 2020",,"June 9, 2020",,,"https://ClinicalTrials.gov/show/NCT04424030"
223,"NCT02308306","Predictive Markers of the Effects of Opioid Therapy","ABILITY","Completed","No Results Available","Opioid Analgesic Treatment Response|Chronic Pain",,"Reduction of chronic pain assessed by 0-10 numerical rating scale (NRS) scores|Improvement of health-related quality of life assessed by QLQ-C30 scores|BPI worst pain in the past week|BPI least pain in the past week|BPI current pain in the past week|BPI pain severity in the past week|BPI pain interference score|Improvement score|Concomitant and rescue medication|Adverse events","University of Aarhus","All","18 Years and older   (Adult, Older Adult)",,"62","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","ABILITY","October 2014","September 2015","September 2015","December 4, 2014",,"May 12, 2016","KU Leuven and the Leuven Centre for Algology & Pain Management, Leuven, Pellenberg, Belgium|Department of Rheumatology, Aarhus University Hospital, Aarhus C, Denmark|Friklinikken, Give, Denmark|Hospitalet Valdemar, Ringsted, Denmark|Ljubljana University Medical Centre, Department of Anaesthetics and Surgical Intensive Care, Ljubljana, Slovenia",,"https://ClinicalTrials.gov/show/NCT02308306"
224,"NCT03651700","Transcranial Magnetic Stimulation and Constraint Induced Language Therapy for Chronic Aphasia",,"Active, not recruiting","No Results Available","Aphasia","Device: Active TMS|Device: Sham TMS|Behavioral: CILT","Change in WAB-AQ|Change in PNT","H. Branch Coslett|National Institutes of Health (NIH)|National Institute on Deafness and Other Communication Disorders (NIDCD)|University of Pennsylvania","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","83","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","chbdfejh|R01DC016800","March 28, 2019","June 30, 2023","June 30, 2023","August 29, 2018",,"April 21, 2020","University of Pennsylvania, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT03651700"
225,"NCT04174287","Modeling the Relationships Between Functional Connectivity and Amyloid Deposition in Alzheimer's Disease",,"Recruiting","No Results Available","Alzheimer's Disease","Drug: F-18-AV45","Amyloid Distribution Among Normal, Prodromal AD and AD Dementia Subjects Measured by Standardized Uptake Value Ratio (SUVR) as Assessed by 18F-AV45 amyloid PET Scan.","Chang Gung Memorial Hospital","All","55 Years to 80 Years   (Adult, Older Adult)","Phase 2","300","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","201801833A0","March 28, 2019","March 27, 2023","September 27, 2023","November 22, 2019",,"November 22, 2019","Chang Gung Memorial Hospital,Linkou, Taoyuan City, Guishan Dist, Taiwan",,"https://ClinicalTrials.gov/show/NCT04174287"
226,"NCT01912118","The Medasense Study",,"Completed","No Results Available","Pain","Drug: Propofol|Drug: Remifentanil","Nociception level index (NoI)|Cardiovascular parameters|Movement|Depth of anesthesia","Leiden University Medical Center|Medasense Biometrics Ltd","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","96","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Supportive Care","NL43511.058.13","July 2013","June 2014","September 2014","July 30, 2013",,"April 6, 2015","Leiden University Medical Center, Leiden, Netherlands",,"https://ClinicalTrials.gov/show/NCT01912118"
227,"NCT03905226","Development of a Predictive Algorithm for the Risk of Rehospitalization of Patients With Heart Failure",,"Active, not recruiting","No Results Available","Heart Failure",,"Number of readmissions","Groupe Hospitalier Paris Saint Joseph","All","18 Years and older   (Adult, Older Adult)",,"1600","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","PREDIC","January 12, 2019","December 31, 2019","March 30, 2020","April 5, 2019",,"April 5, 2019","Groupe Hospitalier Paris Saint-Joseph, Paris, France",,"https://ClinicalTrials.gov/show/NCT03905226"
228,"NCT04030650","Study of Locomotor Expectations for Ascending/Descending Slope and Stairs in Patients With Limb Amputations","JCE","Recruiting","No Results Available","Lower Limb Amputation","Other: Functional analyses|Other: 3D analysis of walking and balance","The error rate of the algorithm","Centre Hospitalier Universitaire Dijon","All","18 Years and older   (Adult, Older Adult)",,"70","Other","Observational","Observational Model: Other|Time Perspective: Prospective","CASILLAS 2018-1","September 20, 2019","November 2021","November 2021","July 24, 2019",,"September 30, 2019","CHU Dijon Bourgogne, Dijon, France",,"https://ClinicalTrials.gov/show/NCT04030650"
229,"NCT04234360","Eosinophil-driven Corticotherapy for Patients Hospitalized for COPD Exacerbation","eo-Drive","Not yet recruiting","No Results Available","COPD Exacerbation","Drug: 5 days of systemic corticotherapy (prednisone)|Drug: 5 days of placebo","Treatment failure|The speed of initial recovery: Time elapsed before showing signs of improvement|The speed of initial recovery: Time elapsed in acidosis/hypercapnia|The speed of initial recovery: Time elapsed before meeting pre-defined discharge criteria|Presence /absence of comorbidities or steroid side effects: glycemia|The occurrence of new or worsened diabetes/hyperglycemia|Body mass index|Hospital anxiety and depression scale (HAD)|The occurrence of any other potentially corticosteroid-induced comorbidities throughout the study|Episodes of pneumonia|Episodes of infection|Episodes of mild exacerbation.|Episodes of moderate exacerbation.|Episodes of severe exacerbation.|Forced expiratory volume in 1 second (litres)|Forced expiratory volume in 1 second (% predicted)|Forced vital capacity (litres)|Forced vital capacity (% predicted)|Residual volume (litres)|Residual volume (% predicted)|Total lung capacity (litres)|Total lung capacity (% predicted)|Oxygen needs (litres/min) during initial hospitalisation|Mode of pre-hospitalization living arrangements|Hospital discharge modality|Episodes of hospitalization|Episodes of emergency department use|Episodes of intensive care|Consults|The cumulative days alive and event-free|Mortality/survival|Medications|VAS scale for coughing|VAS scale for dyspnoea|VAS scale for sputum production|VAS scale for sleep perturbation|VAS scale for anxiety|The Breathlessness, Cough and Sputum Scale|The modified medical research council (mMRC) dyspnoea scale|The COPD assessment test|The Euroqol (EQ-5D-5L) questionnaire|The St George Respiratory Questionnaire|Six minute walking tests|The DIRECT questionnaire","University Hospital, Montpellier","All","40 Years to 85 Years   (Adult, Older Adult)","Phase 3","600","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","RECHMPL19_0069 UF 7771|2019-002724-33|LIC-18-18-0374","September 15, 2020","December 15, 2022","December 15, 2022","January 21, 2020",,"July 7, 2020","CHU Brest - Hôpital Caval Blanche, Brest, France|Centre hospitalier intercommunal de Créteil, Créteil, France|CHRU Lille, Lille, France|Hospice Civils de Lyon, Lyon, France|APHM - Hôpital Nord, Marseille, France|CHU Montpellier, Montpellier, France|CHU Nancy, Nancy, France|APHP - Hôpital BICHAT, Paris, France|APHP - Hôpital Cochin, Paris, France|APHP - Hôpital Universitaire Pitié-Salpétrière, Paris, France|CHU Bordeaux - Hôpital Haut Lévêque, Pessac, France|CHU Reims, Reims, France|CH Roubaix, Roubaix, France|CHRU Strasbourg, Strasbourg, France|Hôpital Larrey CHU Toulouse, Toulouse, France|Hôpital Nord Franche-Comté, Trévenans, France",,"https://ClinicalTrials.gov/show/NCT04234360"
230,"NCT03453554","Evaluating a Digital Memory Notebook App to Improve Functional Independence",,"Recruiting","No Results Available","Mild Cognitive Impairment","Other: Digital Notebook app|Other: Smart Home Prompting","Digital Memory Notebook Use|Quality of Life|Activities of Daily Living|Caregiver Burden|Coping self-efficacy|Cognitive functioning","Washington State University|United States Department of Defense","All","40 Years and older   (Adult, Older Adult)","Not Applicable","30","Other|U.S. Fed","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Supportive Care","AZ150096","August 1, 2018","August 30, 2021","August 30, 2021","March 5, 2018",,"October 9, 2018","Washington State University - Pullman, Pullman, Washington, United States",,"https://ClinicalTrials.gov/show/NCT03453554"
231,"NCT04371289","Predictors of Cardiovascular Risk in Covid-19 Patients During Acute Disease and at Short Term Follow-up","CARDICoVRISK","Not yet recruiting","No Results Available","COVID-19|Cardiovascular Risk Factor",,"Predictive modeling of in-hospital outcome|Clinical, pathophysiological and molecular mechanisms|Short -Term Sequelae","Istituto Auxologico Italiano","All","18 Years and older   (Adult, Older Adult)",,"5500","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","CE_2020_03_26_02","April 2020","July 10, 2020","September 10, 2020","May 1, 2020",,"May 1, 2020","Istituto Auxologico Italiano, Milan, Italy",,"https://ClinicalTrials.gov/show/NCT04371289"
232,"NCT03808428","CUHK Jockey Club HOPE 4 Care Programme - Ankle Robot",,"Recruiting","No Results Available","Stroke","Device: Ankle Group","Fugl-Meyer Assessment Lower Extremity (FMA-LE)|Functional Ambulation Classification (FAC)|Modified Ashworth Scale (MAS)|Berg Balance Scale (BBS)|Timed 10-Meter Walk Test (10MWT)|6 Minute Walk Test (6MWT)","Chinese University of Hong Kong|The Hong Kong Jockey Club Charities Trust","All","18 Years and older   (Adult, Older Adult)","Not Applicable","120","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2018.493","February 1, 2019","December 31, 2021","December 31, 2021","January 17, 2019",,"January 17, 2019","Department of Biomedical Engineering, The Chinese University of Hong Kong, Hong Kong, Hong Kong",,"https://ClinicalTrials.gov/show/NCT03808428"
233,"NCT04206098","Chart Review of Patients With COPD, Using Electronic Medical Records and Artificial Intelligence","BigCOPData","Recruiting","No Results Available","Chronic Obstructive Pulmonary Disease","Other: Factors associated with Hospital admission for an Acute Exacerbation Chronic Obstructive Pulmonary Disease (AECOPD)","Number of factors associated with hospital admission of patients with AECOPD|Number of clinical characteristics of COPD hospitalized patients|Number of comorbidities of COPD patients hospitalized per sex|Number of patients with increased eosinophil blood counts|Number of patients with COPD hospitalized with elevated inflammatory parameters|Number of clinical phenotypes identified in COPD patients hospitalized|Number of COPD patients hospitalized do not follow treatment recommendations|Number of Risk on COPD patients hospitalized|Number of biologic biomarkers different to eosinophil count","Sociedad Española de Neumología y Cirugía Torácica|SAVANA|European Commission","All","35 Years to 99 Years   (Adult, Older Adult)",,"2500000","Other","Observational","Observational Model: Other|Time Perspective: Other","H2020","January 8, 2020","October 1, 2020","December 30, 2020","December 20, 2019",,"January 13, 2020","Kepler Universitäts Klinikum, Linz, Austria|Hospital Universitario de Guadalajara, Alcalá De Henares, Spain|Hospital Universitario Príncipe de Asturias, Alcalá De Henares, Spain|Hospital Universitario Vall d'Hebron, Barcelona, Spain|Hospital Universitario La Princesa, Madrid, Spain|Hospital Universitario Son Espases, Palma De Mallorca, Spain|Hospital Universitario Santiago de Compostela, Santiago De Compostela, Spain|Hospital Universitario Virgen del Rocio, Sevilla, Spain|Hospital Arnau de Vilanova, Valencia, Spain|HUG, Geneva, Switzerland|Queen Elizabeth Hospital University, Birmingham, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04206098"
234,"NCT03968094","Early Detection of Respiratory Compromise to Prevent Harm of the Hospitalized Opioid Treated Patient",,"Enrolling by invitation","No Results Available","Pain",,"Opioid Induced Respiratory Depression","State University of New York at Buffalo","All","18 Years and older   (Adult, Older Adult)",,"50","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","MOD00005932","June 1, 2019","September 2019","March 30, 2020","May 30, 2019",,"May 30, 2019","Buffalo General Medical Center, Buffalo, New York, United States",,"https://ClinicalTrials.gov/show/NCT03968094"
235,"NCT04240353","RECEIVER: Digital Service Model for Chronic Obstructive Pulmonary Disease (COPD)",,"Recruiting","No Results Available","Chronic Obstructive Pulmonary Disease","Other: COPD digital services","Successful engagement","NHS Greater Glasgow and Clyde|University of Glasgow","All","18 Years to 100 Years   (Adult, Older Adult)",,"400","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","INGN18RM173","August 1, 2018","July 31, 2021","July 31, 2021","January 27, 2020",,"January 27, 2020","Queen Elizabeth University Hospital, Glasgow, Scotland, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04240353"
236,"NCT02580435","Deciphering the Role of the Gut Microbiota in Multiple Sclerosis",,"Not yet recruiting","No Results Available","Multiple Sclerosis",,"1. Change in expression of intestinal microbiome composition between MS patients and healthy controls.|Change in microbiome expression intestinal microbiome composition between MS patients phenotypes.","Sheba Medical Center|Weizmann Institute of Science","All","18 Years to 65 Years   (Adult, Older Adult)",,"520","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2356-15-SMC","December 2015","December 2020","December 2021","October 20, 2015",,"October 29, 2015",,,"https://ClinicalTrials.gov/show/NCT02580435"
237,"NCT03594760","PSMA-PET: Deep Radiomic Biomarkers of Progression and Response Prediction in Prostate Cancer",,"Recruiting","No Results Available","Prostate Cancer","Diagnostic Test: 18F-DCFPyL IV injection","Overall survival|Progression free survival","Centre hospitalier de l'Université de Montréal (CHUM)","Male","18 Years and older   (Adult, Older Adult)","Phase 3","1000","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","18.068","December 1, 2018","December 2023","December 2024","July 20, 2018",,"January 31, 2019","Centre Hospitalier de l'université de Montréal, Montréal, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT03594760"
238,"NCT04462380","AiCR : Artificial Intelligence in Cardiac aRrest","AiCR","Recruiting","No Results Available","Cardio Respiratory Arrest",,"Prediction of mortality in the intensive care unit","Centre Hospitalier Universitaire de Nice|Institut National de Recherche en Informatique et en Automatique|AIINTENSE","All","18 Years and older   (Adult, Older Adult)",,"500","Other","Observational","Observational Model: Case-Only|Time Perspective: Retrospective","20reamed01","February 1, 2020","December 31, 2020","December 31, 2020","July 8, 2020",,"July 8, 2020","Nice Hospital, Nice, France",,"https://ClinicalTrials.gov/show/NCT04462380"
239,"NCT03894514","Multi-variable Prediction Model of Total Knee Replacement Outcome",,"Not yet recruiting","No Results Available","Knee Osteoarthritis|Joint Disease|Total Knee Replacement|Arthroplasty Complications",,"Length of stay|Oxford knee Score (OKS)|International Physical Activity Questionnaires (IPAQ-short form)|Euro Quality of Life 5D questionnaire (EQ-5D)|Geriatric Depression Scale (GDS) short form|Visual Analogue Scale (VAS) of Pain|Expectations (Pain and Function)|Strength|Range of Motion|Timed Up & Go|Five times sit to stand test|One leg balance test","University of Valencia|Hospital Universitario La Fe|Hospital Clínico Universitario de Valencia","All","60 Years and older   (Adult, Older Adult)",,"150","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","LOS_ATR","May 1, 2019","May 2020","May 2020","March 28, 2019",,"March 28, 2019",,,"https://ClinicalTrials.gov/show/NCT03894514"
240,"NCT03208400","Virtual Reality Exposure in Spider Phobia",,"Completed","No Results Available","Specific Phobia|Cognitive-behavioral Therapy|Virtual Reality","Behavioral: virtual reality exposure","Spider Phobia Questionnaire (SPQ)|Behavioral Avoidance Text (BAT)|Clinical Global Impressions (CGI)","Julius-Maximilians University|University Hospital Muenster","All","18 Years and older   (Adult, Older Adult)","Not Applicable","338","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Spider_VR","September 1, 2017","May 31, 2019","February 10, 2020","July 5, 2017",,"February 11, 2020","Center of Mental Health, Dept. of Psychiatry, Psychosomatics, and Psychiatry, University Hospital of Wuerzburg, Wuerzburg, Bavaria, Germany|Dept. of Psychiatry, University Hospital Münster, Münster, North Rhine-Westphalia, Germany",,"https://ClinicalTrials.gov/show/NCT03208400"
241,"NCT03672279","Validation of a Novel Self-Administered Cognitive Assessment Tool (CogCheck) in Patients With Mild and Major Neurocognitive Disorder","CogCheck-MC","Not yet recruiting","No Results Available","Dementia Alzheimers|Dementia|Mild Cognitive Impairment|Dementia, Vascular|Dementia With Lewy Bodies|Cognition Disorders|Neurocognitive Disorders","Diagnostic Test: CogCheck","CogCheck|Mini-Mental State Examination (MMSE)|Montreal Cognitive Assessment (MoCA)|Consortium to Establish a Registry for Alzheimer's Disease - Neuropsychological Assessment Battery (CERAD-NAB)|Basel Verbal Learning Test (BVLT)|Geriatric Depression Scale (GDS)|Beck's Depression Inventory (BDI)","University Hospital, Basel, Switzerland","All","65 Years and older   (Older Adult)",,"150","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","CogCheck-MC-Valid","July 1, 2020","December 31, 2024","December 31, 2024","September 14, 2018",,"September 26, 2019","Memory Clinic, University Center for Medicine of Aging, Felix Platter Hospital Basel, Basel, BS, Switzerland",,"https://ClinicalTrials.gov/show/NCT03672279"
242,"NCT03424681","Modafinil for the Treatment of Alcohol Use Disorders",,"Completed","Has Results","Alcohol Use Disorder","Drug: Modafinil|Other: Placebo","Time to Relapse|Drinks Per Drinking Day|Drinks Per Week|Percent Days Abstinent","The Mind Research Network","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","12","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","FP00002746","December 11, 2017","August 31, 2018","August 31, 2018","February 7, 2018","May 11, 2020","May 26, 2020","Mind Research Network, Albuquerque, New Mexico, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/81/NCT03424681/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03424681"
243,"NCT04457505","One Year Follow-ups of Patients Admitted to Spanish Intensive Care Units Due to COVID-19",,"Recruiting","No Results Available","Acute Respiratory Distress Syndrome|Severe Pneumonia|Respiratory Failure",,"One year mortality|Six month mortality","Consorcio Centro de Investigación Biomédica en Red, M.P.|Barcelona Supercomputing Center|Carlos III Health Institute","All","Child, Adult, Older Adult",,"5000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","CIBERESUCICOVID","May 8, 2020","May 31, 2021","May 31, 2021","July 7, 2020",,"July 7, 2020","Hospital Universitario Central de Asturias, Oviedo, Asturias, Spain|Hospital Universitario de Bellvitge, Hospitalet de Llobregat, Barcelona, Spain|Hospital de Mataró, Mataró, Barcelona, Spain|Hospital General de Cataluña, Sant Cugat Del Vallès, Barcelona, Spain|Hospital Infanta Margarita de Cabra, Cabra, Córdoba, Spain|Hospital Universitario Lucus Augusti, Lugo, Galicia, Spain|Hospital Son Llatzer, Palma De Mallorca, Mallorca, Spain|Hospital Álvaro Cunqueiro, Vigo, Pontevedra, Spain|Hospital Verge de la Cinta, Tortosa, Tarragona, Spain|Hospital Universitario Sant Joan d'Alacant, Alicante, Spain|Clínica Sagrada Família, Barcelona, Spain|Hospital Sagrat Cor, Barcelona, Spain|Hospital Universitari Vall d'Hebron, Barcelona, Spain|Vall d'Hebron University Hospital, Barcelona, Barcelona, Spain|Hospital Clinic, Barcelona, Spain|Hospital Burgos, Burgos, Spain|Hospital San Pedro de Alcantara, Cáceres, Spain|Hospital de León, León, Spain|Hospital Arnau de Vilanova Lleida, Lleida, Spain|Hospital Infanta Leonor de Madrid, Madrid, Spain|Hospital Universitario La Paz, Madrid, Spain|Complexo Hospitalario Universitario de Ourense, Ourense, Spain|Complejo Asistencial Universitario de Palencia, Palencia, Spain|Hospital Montecelo, Pontevedra, Spain|Hospital Universitario Salamanca, Salamanca, Spain|Hospital Universitari Virgen de Valme, Sevilla, Spain|Hospital Universitari de Tarragona Joan XXIII, Tarragona, Spain|Hospital Clínic Universitari de València, Valencia, Spain|Hospital Universitari i Politècnic La Fe, Valencia, Spain|Hospital Universitario Valladolid, Valladolid, Spain|Hospital Nuestra Señora de Gracia, Zaragoza, Spain",,"https://ClinicalTrials.gov/show/NCT04457505"
244,"NCT04401319","rTMS and EEG in DOC Patients",,"Not yet recruiting","No Results Available","Disorder of Consciousness","Device: Sham Stimulation for Crossover Study|Device: DLPFC Stimulation for Crossover Study|Device: AG Stimulation for Crossover Study|Device: Sham Stimulation for Parallel Study|Device: DLPFC Stimulation for Parallel Study|Device: AG Stimulation for Parallel Study","Change from Baseline Coma Recovery Scale - Revised for Crossover Study|Change from Baseline Coma Recovery Scale - Revised for Parallel Study 1|Change from Baseline Coma Recovery Scale - Revised for Parallel Study 2|Change from Baseline Coma Recovery Scale - Revised for Parallel Study 3|Change from Baseline Resting-State EEG for Crossover Study 1|Change from Baseline Resting-State EEG for Crossover Study 2|Change from Baseline Resting-State EEG for Parallel Study 1|Change from Baseline Resting-State EEG for Parallel Study 2|Change from Baseline Resting-State EEG for Parallel Study 3","University of Liege|Therapiezentrum Burgau","All","18 Years and older   (Adult, Older Adult)","Not Applicable","90","Other","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","B0201941888","November 2020","November 2022","January 2024","May 26, 2020",,"May 28, 2020","University Hospital of Liège, Liège, Belgium|Therapiezentrum Burgau, Burgau, Germany",,"https://ClinicalTrials.gov/show/NCT04401319"
245,"NCT04220242","Future of Colorectal Cancer Surgery","FOCCuS1","Recruiting","No Results Available","Colorectal Cancer|Surgery","Other: Video recordings with analysis thereafter applied|Other: Examination of microsections of tissue excised for the purposes of cancer resection|Other: Cancer organoid development and testing","Video recordings of Colorectal Cancer.|Analysis of video recordings|Biophysics visualisation software development|Biophysics model training|Validation of predictive accuracy biophysics-visualisation model|Coefficients of Variation|Microscopic Map of intratumoral fluorophore accumulation|Realtime delineation display of tumour area including margins","Mater Misericordiae University Hospital|Royal College of Surgeons, Ireland|IBM Research In Ireland","All","18 Years and older   (Adult, Older Adult)",,"250","Other","Observational","Observational Model: Cohort|Time Perspective: Other","DT 2018 0240","December 30, 2019","December 1, 2022","March 1, 2023","January 7, 2020",,"January 7, 2020","Mater Misericordiae University Hospital, Dublin, Other (Non U.s.), Ireland",,"https://ClinicalTrials.gov/show/NCT04220242"
246,"NCT01317628","Effects of Tobacco Smoke Exposure on Epigenetic Signatures and Immunotoxicological Reactions",,"Completed","No Results Available","The Study Focused on Reducing Tobacco Smoke Exposure for Child.","Behavioral: Tobacco smoke reduction trial intervention program","Change from Baseline in cotinine level at 3 months|Change from Baseline in smoking status at 3 months|Change from Baseline in DNA methylation at 3 months|Change from Baseline in immunological cytokine at 3 months|Change from Baseline in miRNA expression at 3 months|Change from Baseline in immunological function at 3 months","National Taiwan University Hospital","All","12 Years to 16 Years   (Child)","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","201009040R","April 2011","June 2011","June 2011","March 17, 2011",,"October 29, 2013",,,"https://ClinicalTrials.gov/show/NCT01317628"
247,"NCT04459962","Covid-19 Breath Test",,"Recruiting","No Results Available","Covid-19 Infection","Diagnostic Test: Breath Test & Cheek Swab","To investigate/ examine the effectiveness of Nanotechnology Biomarker Tagging (NBT) in detecting COVID-19 infection using breath samples of patients with COVID-19 symptoms|-To profile the unique pattern of Volatile Organic Compounds (VOCs) found in the expired breath of COVID-19 patients using the NBT system (VOC analysis and ML).|To differentiate this unique profile from the patients that are found to be negative for COVID-19","Ancon Technologies Ltd","All","16 Years and older   (Child, Adult, Older Adult)","Not Applicable","250","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","2020ATL01","June 29, 2020","August 28, 2020","June 14, 2021","July 7, 2020",,"July 7, 2020","Ashford and St Peter's Hospitals NHS Foundation Trust, Chertsey, Surrey, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04459962"
