"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
871,"NCT03006237","IS-001 Injection Phase-1 Safety, Tolerance and Pharmacokinetics",,"Completed","No Results Available","Hysterectomy|Surgery","Drug: IS-001|Device: da Vinci® Si/Xi Surgical System","Monitor Safety Parameters (vital signs, ECG, serum chemistry and hematology, urinalysis and adverse events)|Evaluation of pharmacokinetic parameter of IS-001: Cmax|Evaluation of pharmacokinetic parameter of IS-001: Tmax|Evaluation of pharmacokinetic parameter of IS-001: t1/2|Evaluation of pharmacokinetic parameter of IS-001: AUC","Intuitive Surgical","Female","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","24","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","ISI-001-01","December 2016","December 2017","December 2017","December 30, 2016",,"March 5, 2018","Las Palmas Medical Center, El Paso, Texas, United States",,"https://ClinicalTrials.gov/show/NCT03006237"
872,"NCT02844725","Evaluate the Analgesic Efficacy and Safety of VVZ-149 Injection for Post-operative Pain Following Gastrectomy",,"Completed","No Results Available","Post-Operative Pain","Drug: VVZ-149 injections|Drug: Placebo","Change of Pain Intensity|Difference of Opioid Consumption between Study Groups|Pain Intensity Difference (PID) using Numerical Pain Rating Scale (NRS, 0-10) up to 24 hours|Global measurement of patient satisfaction assessed on the questionnarie (0-5 points scale)","Vivozon, Inc.","All","25 Years to 70 Years   (Adult, Older Adult)","Phase 2","60","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","PT-VVZ149-05","June 2016","February 2017","February 2017","July 26, 2016",,"November 1, 2017","Yonsei University Health System, Severance Hospital, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT02844725"
873,"NCT03552614","Movement Improvement After Paediatric Armeo®Spring Rehabilitation",,"Completed","No Results Available","Acquired Brain Injury|Cerebral Palsy","Device: Upper limb robot-assisted rehabilitation|Other: physiotherapy","Quality of Upper Extremities Skills Test (QUEST)|Melbourne Assessment of Unilateral Upper Limb Function|Hand Path Ratio (HPR)|horOS and verOS|velocity|number of velocity peaks|normalized jerk","IRCCS Eugenio Medea|Sol et Salus Hospital, Rimini, Italy","All","5 Years to 18 Years   (Child, Adult)",,"43","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","05/2018-Oss","April 20, 2018","May 20, 2018","May 20, 2018","June 12, 2018",,"February 26, 2020","Scientific Institute IRCCS E. Medea, Bosisio Parini, Lecco, Italy",,"https://ClinicalTrials.gov/show/NCT03552614"
874,"NCT02796495","Use of Hand Prosthesis With Direct Nerve Stimulation for Treatment of Phantom Limb Pain","EPIONE","Withdrawn","No Results Available","Phantom Limb Pain","Device: Operation of hand prosthesis with direct nerve stimulation","Phantom limb pain (questionnaires)|Cortical reorganization (fMRI)|Cortical reorganization (EEG)","Prof. Wassim Raffoul|Aalborg University Hospital|University of Freiburg|Université Montpellier|Lund University|Indiana University School of Medicine|Novosense AB|Mxm-Obelia|Ecole Polytechnique Fédérale de Lausanne|Universitat Autonoma de Barcelona|Catholic University of the Sacred Heart|Aalborg University|University of Lausanne Hospitals","All","18 Years to 70 Years   (Adult, Older Adult)","Not Applicable","0","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","EPIONE-602547-7|602547","May 2016","November 2017","November 2017","June 10, 2016",,"November 14, 2017","University of Lausanne Hospital CHUV, Lausanne, Vaud, Switzerland",,"https://ClinicalTrials.gov/show/NCT02796495"
875,"NCT03508830","Minimally Invasive Thoracic Surgery Intercostal Nerve Block Trial",,"Recruiting","No Results Available","Thoracic Diseases|Postoperative Pain|Opioid Use","Drug: Liposomal Bupivacaine|Drug: Standard Bupivacaine","Daily In-Hospital Use of Opioids|Daily In-Hospital Pain Score|Mean Time to First Opioid Use|Mean Time to Ambulation|Pulmonary Complication|Length of Stay|Total Opioid Prescription at Discharge|Total Opioid Use as Outpatient|Direct Costs of Hospital Encounter|Quality of Life: Short-Form-8 Health Survey","University of California, San Francisco","All","18 Years and older   (Adult, Older Adult)","Phase 3","80","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","P0530291","December 30, 2018","November 2020","December 2020","April 26, 2018",,"March 24, 2020","University of California, San Francisco, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT03508830"
876,"NCT03065335","Neuropharmacologic Imaging and Biomarker Assessments of Response to Acute and Repeated-Dosed Ketamine Infusions in Major Depressive Disorder",,"Recruiting","No Results Available","Healthy Volunteer|Major Depressive Disorder|Depression","Drug: Ketamine|Other: Placebo|Device: Cobot TS MV robotic arm for TMS","To demonstrate more robust neuropharmacodynamic effects measured by neuropharmacodynamic imaging (fMRI+EEG and MEG) of ketamine 0.5 mg/kg as compared to placebo administered over 40 minutes.|Ketamine Metabolites Substudy: To determine if ketamine metabolites cross the blood brain barrier and enter the brain during ketamine IV administration.|To determine if increases in synaptic plasticity, using electrophysiological measures in response to TMS and in association with sleep (i.e. slow wave sleep EEG activity) are associated with better antidepressant response to 0.5 mg/kg ketamine.|To demonstrate enhanced efficacy, as measured by the MADRS, of IV ketamine 0.5 mg/kg in participants with MDD using a psychophysiological technique (i.e. NPU-threat test).|To identify baseline peripheral measures associated with response to the administration of ketamine 0.5 mg/kg, as potential biomarkers of acute (24 hour) treatment response.|Ketamine Metabolites Substudy: To correlate metabolite levels in periphery and CSF with changes in clinical rating scales.","National Institute of Mental Health (NIMH)|National Institutes of Health Clinical Center (CC)","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","150","NIH","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","170060|17-M-0060","May 25, 2017","January 1, 2025","January 1, 2028","February 27, 2017",,"June 16, 2020","National Institutes of Health Clinical Center, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT03065335"
877,"NCT02545205","New Technology for Individualised, Intensive Training of Gait After Stroke Study I","HAL-RCT-II","Recruiting","No Results Available","Stroke|Ambulation Difficulty|Hemiparesis","Device: Hybrid Assistive Limb (HAL)|Other: Conventional gait training","Change in Functional Ambulation Categories (FAC)|Objectively quantify the impairment caused by a stroke, using the National Institutes of Health Stroke Scale (NIHSS)|Fugl-Meyer for Lower extremities|Albert's test|2 Minutes Walk Test (MWT)|Berg Balance scale|Barthel Index|Perception of the intervention|Stroke Impact Scale (SIS)|EQ-5D","Danderyd Hospital|University of Tsukuba|Sahlgrenska University Hospital, Sweden|Umeå University","All","18 Years to 67 Years   (Adult, Older Adult)","Not Applicable","80","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","HAL-RCT-Phase II-Study I","January 1, 2018","January 2020","January 2021","September 9, 2015",,"April 5, 2018","Department of Rehabilitation Medicine, Danderyd Hospital, Danderyd, Stockholm, Sweden|Sahlgrenska University Hospital, Gothenburg, Sweden",,"https://ClinicalTrials.gov/show/NCT02545205"
878,"NCT02545088","New Technology for Individualised, Intensive Training of Gait After Stroke- Study II","HAL-RCT-II","Recruiting","No Results Available","Stroke|Ambulation Difficulty|Hemiparesis","Device: Hybrid Assistive Limb (HAL)|Other: 1st control group|Other: 2nd control group","Change in 6 min walk test|Fugl Meyer Scale for lower extremities|Modified Ashworth Scale|Spasticity measured with Neuroflexor foot module|Berg Balance Scale|10 meters walk test|2 minutes walk test|Functional Ambulation Categories|Borg Rating of Perceived Exertion Scale (RPE)|Montreal Cognitive Assessment|Hospital anxiety and Depression Scale|Barthel Index|Stroke Impact Scale|Physical activity in everyday life using SenseWear|Objectively quantify the impairment caused by a stroke, using the National Institutes of Health Stroke Scale (NIHSS)|Modified Ranking Scale|Body Mass Index|Weight|Height|Blood pressure|HbA1c|Plasma lipid profile|Perception of the intervention|Smoking|Alcohol|Drug use|Health care consumption|Stroke type and localization|Dysexecutive Questionnaire","Danderyd Hospital|University of Tsukuba|Sahlgrenska University Hospital, Sweden|Umeå University","All","18 Years to 70 Years   (Adult, Older Adult)","Not Applicable","54","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","HAL-RCT-Phase II-Study II","October 2015","May 2019","October 2019","September 9, 2015",,"February 26, 2019","Department of Rehabilitation Medicine, Danderyd Hospital, Danderyd, Stockholm, Sweden",,"https://ClinicalTrials.gov/show/NCT02545088"
879,"NCT00863928","Effects of Perioperative B&O Suppositories on Post-op Pain and Morphine Use After Laparoscopic Prostatectomy",,"Completed","Has Results","Pain","Drug: belladonna 16.2 mg and opium 60 mg suppository","Pain Assessment by Visual Analog Scale at Rest","Benaroya Research Institute|Virginia Mason Hospital/Medical Center","Male","18 Years and older   (Adult, Older Adult)","Not Applicable","135","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment","IRB08100","October 2008","July 2009","July 2009","March 18, 2009","March 6, 2019","April 23, 2019","Virginia Mason Medical Center, Seattle, Washington, United States",,"https://ClinicalTrials.gov/show/NCT00863928"
880,"NCT02410915","A Comparison Between the Exoskeleton Hybrid Assistive Limb and Conventional Gait Training Early After Stroke","HAL-RCT","Completed","No Results Available","Stroke|Gait, Hemiplegic|Ambulation Difficulty|Hemiparesis","Device: Hybrid Assistive Limb (HAL); gait training|Other: Control Group; Conventional gait training","Change in Functional Ambulation Categories (FAC)","Danderyd Hospital|University of Tsukuba","All","18 Years to 67 Years   (Adult, Older Adult)","Not Applicable","32","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","2013/1807-31/2","February 2014","December 2016","May 2017","April 8, 2015",,"May 18, 2017","Department of Rehabilitation Medicine, Danderyd Hospital, Danderyd, Stockholm, Sweden",,"https://ClinicalTrials.gov/show/NCT02410915"
881,"NCT02760667","Induction Chemotherapy Followed by Surgery for Locally Advanced Head and Neck Cancer",,"Active, not recruiting","No Results Available","Head and Neck Cancer","Drug: Cisplatinum|Drug: Docetaxel|Drug: Carboplatin|Procedure: Transoral Robotic Assisted Surgery","Disease specific survival (DSS)|Relapse-free survival|Overall survival|EORTC QLQ-C30|EORTC QLQ-H&N35","George Washington University","All","18 Years and older   (Adult, Older Adult)","Phase 2","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","GWU-MFA Head and Neck Protocol","June 2015","June 30, 2019","June 2020","May 4, 2016",,"December 10, 2018","George Washington University-Medical Faculty Associates, Washington, District of Columbia, United States",,"https://ClinicalTrials.gov/show/NCT02760667"
882,"NCT02890043","Clinical Trial for the Application of Tirobot System",,"Completed","No Results Available","Fusion of Spine (Disease)|Robotic Surgical Procedures","Procedure: robot-assisted spine surgery|Procedure: free-hand surgery|Device: TiRobot system","perforation rate of pedicle screws|operation time|complications","Beijing Jishuitan Hospital|Beijing Tinavi Medical Technology Co Ltd|Chinese PLA General Hospital|Tianjin Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 3","88","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","JST-Tirobot-2016","January 2016","June 2016","July 2016","September 7, 2016",,"September 12, 2016","Beijing Jishuitan Hospital, Beijing, Beijing, China",,"https://ClinicalTrials.gov/show/NCT02890043"
883,"NCT02360241","Light Needle Positioning Robot Under MRI Guidance","LPRobacus","Completed","No Results Available","Magnetic Resonance Imaging|Robotic Surgical Procedures","Device: Robot","Amount of needle positioning needed to reach the real path wanted, with a 5mm precision (cylinder diameter including the path defined by the two skin marker and the need axe).|Number of time in percentage of failed robot use.|Number of time in percentage of failed fixation of the robot over the patient.|Score from a qualitative evaluation scale of the healthy voluntary discomfort during robot use and the score from a scale of the physician satisfaction (girth, ease, speed).|Number of time in percentage that the robot was stopped (voluntary/dysfonctionnement) during its use","University Hospital, Grenoble|TIMC-IMAG","All","18 Years and older   (Adult, Older Adult)","Not Applicable","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)","DCIC 14-36","February 2015","March 2015","October 2015","February 10, 2015",,"November 30, 2015","University Hospital Grenoble, Grenoble, Isère, France",,"https://ClinicalTrials.gov/show/NCT02360241"
884,"NCT00736645","Selenomethionine and Finasteride Before Surgery or Radiation Therapy in Treating Patients With Stage I or Stage II Prostate Cancer",,"Completed","Has Results","Prostate Cancer","Dietary Supplement: selenomethionine|Drug: finasteride|Other: placebo","Effects of Selenium and Finasteride and Their Combination on PSA Level|Effects of Selenium and Finasteride and Their Combination on Apoptosis Induction","Roswell Park Cancer Institute","Male","18 Years and older   (Adult, Older Adult)","Phase 2","55","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","CDR0000611962|RPCI I 104607","August 2008","December 2012","December 2012","August 18, 2008","November 28, 2017","November 28, 2017","Roswell Park Cancer Institute, Buffalo, New York, United States",,"https://ClinicalTrials.gov/show/NCT00736645"
885,"NCT02291406","Importance of Surgical Approach for Gynecological Surgery on Metabolic Effects and Subsequent Recovery",,"Unknown status","No Results Available","Insulin Resistance","Procedure: Abdominal hysterectomy|Procedure: Robot assisted laparoscopic hysterectomy","Insulin resistance|Changes in biomarkers of inflammation and the immune system.|6 minutes walk test|postoperative outcomes|complications","Region Örebro County","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","OLL-431061","October 2014","July 2015","July 2015","November 14, 2014",,"November 14, 2014","Örebro Univeristy Hospital, Örebro, Sweden",,"https://ClinicalTrials.gov/show/NCT02291406"
886,"NCT01215721","Study to Determine Effects of Vesicare on Return to Continence Post - Radical Prostatectomy (Part II)",,"Completed","Has Results","Urinary Incontinence","Drug: Vesicare","Time to Continence","University of California, Irvine|Astellas Pharma US, Inc.","Male","18 Years and older   (Adult, Older Adult)","Not Applicable","40","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2007-5720-2","October 2010","May 2013","May 2013","October 6, 2010","January 23, 2014","January 23, 2014","University of California, Irvine Medical Center, Orange, California, United States",,"https://ClinicalTrials.gov/show/NCT01215721"
887,"NCT03979235","Developing Effectiveness Evaluation and Therapeutic Programs of Rehabilitation",,"Recruiting","No Results Available","Healthy Volunteers|Motor Deficits|Dysphagia","Diagnostic Test: Motor function assessment","Motor function assessment|surface EMG|Kinematics test","National Research Center for Rehabilitation Technical Aids","All","18 Years to 80 Years   (Adult, Older Adult)",,"40","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","20180104","June 5, 2019","December 2020","December 2020","June 7, 2019",,"June 7, 2019","National Research Center for Rehabilitation Technical Aids, Beijing, China",,"https://ClinicalTrials.gov/show/NCT03979235"
888,"NCT00854555","The ATLET Study: Can Subjects With Incomplete Spinal Cord Injury Learn to Walk?","ATLET","Active, not recruiting","No Results Available","Spinal Cord Injury","Other: Locomotor training with robot|Other: Locomotor training with manual assistance","To assess whether locomotor training with body-weight support in patients with motor incomplete SCI results in full or partial recovery of the ability to walk and/or stand.|Patients with motor incomplete SCI are able to improve ADL function after locomotor training.|Locomotor training is cost-effective rehabilitation.|Locomotor training in persons with motor incomplete SCI will lead to change in walking function|Locomotor training in persons with motor incomplete SCI will lead to change in ADL function and independency|Locomotor training in persons with motor incomplete SCI will lead to change in balance|Locomotor training in persons with motor incomplete SCI will lead to change in strength in lower extremities|Locomotor training in persons with motor incomplete SCI will lead to change in sensibility below the level of injury|Locomotor training in persons with motor incomplete SCI will lead to change in ASIA impairment scale|Locomotor training in persons with motor incomplete SCI will lead to change in quality of life|Locomotor training in persons with motor incomplete SCI will lead to change in use of personal assistant or home health nurse","North Norway Rehabilitation Center|Sunnaas Rehabilitation Hospital|Norwegian School of Sport Sciences|University of Tromso|University of Oslo|Norwegian Foundation for Health and Rehabilitation|Norwegian Department of Health and Social Affairs|Loma Linda University","All","18 Years to 70 Years   (Adult, Older Adult)","Not Applicable","44","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","980924076|P REK 69/2008|P REK 2009-634","August 2008","June 1, 2020","June 1, 2020","March 3, 2009",,"February 26, 2020","Sunnaas Hospital, Oslo, Norway|North Norway Rehabilitation Center, Tromsø, Norway",,"https://ClinicalTrials.gov/show/NCT00854555"
889,"NCT01658111","Robot-aided Therapy in Stroke Patients for Upper Limb Rehabilitation","MITEEG","Unknown status","No Results Available","Stroke","Device: Robot Group|Procedure: Traditional physiotherapy","Change from Baseline in Fugl-Meyer Scale at 28 weeks.|Change from Baseline in Box and Block Test at 28 weeks.|Change from Baseline in Modified Ashworth Scale at 28 weeks.","IRCCS San Raffaele","All","18 Years to 90 Years   (Adult, Older Adult)","Not Applicable","50","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Treatment","MIT02012EEG","July 2012","July 2013","August 2014","August 6, 2012",,"September 3, 2012","IRCCS San Raffaele Pisana, Roma, Italy|Auxilium Viate Volterra, Volterra, Italy",,"https://ClinicalTrials.gov/show/NCT01658111"
890,"NCT00609115","Sub-Acute Stroke Rehabilitation With AMES","AMES","Unknown status","No Results Available","Cerebrovascular Stroke","Device: AMES device|Device: AMES device (sham)","Fugl-Meyer Assessment|Stroke Impact Scale|Gait test|Rancho Los Amigos Functional Test|Spasticity (Modified Ashworth) Scale|Passive Motion Test|Joint Position Test|Strength Test","AMES Technology|NW Medical Rehabilitation|Emory University|University of California, San Francisco|Shirley Ryan AbilityLab|Eisenhower Medical Center","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2|Phase 3","132","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","CT001","September 2007","June 2014","December 2014","February 6, 2008",,"January 20, 2014","Eisenhower Medical Center, Rancho Mirage, California, United States|UCSF School of Medicine- Physical Therapy and Rehabilitation, San Francisco, California, United States|Emory University Dept of Rehabilitation Medicine/School of Medicine, Atlanta, Georgia, United States|Rehabilitation Institute of Chicago, Chicago, Illinois, United States|NW Medical Rehabilitation, Spokane, Washington, United States",,"https://ClinicalTrials.gov/show/NCT00609115"
891,"NCT03635008","Anodal Transcranial Direct Current Stimulation Over the Contralesional Hemisphere on Motor Recovery in Subacute Stroke Patients",,"Recruiting","No Results Available","Stroke|Transcranial Direct Current Stimulation|Recovery of Function|Neurological Rehabilitation","Device: tDCS","Fugl-Meyer Assessment (FMA) scores of the upper extremity|Korean version of modified Barthel Index (K-MBI)|Brunnstrom stage (B-stage) of arm|Box and Block Test (BBT)|Modified Ashworth Scale|Manual muscle power test|Laterality Index","Seoul National University Hospital|the Ministry of Trade, Industry & Energy(MOTIE, Korea), Ybrain (Korea)","All","18 Years to 85 Years   (Adult, Older Adult)","Not Applicable","36","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","B-1805/468-002","October 15, 2018","March 15, 2021","May 15, 2021","August 17, 2018",,"February 7, 2020","Seoul National University Bundang Hospital, Seongnam-si, Please Select, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT03635008"
892,"NCT04129853","The CYBERnetic LowEr Imb coGnitive Ortho-prostheis Plus Plus, 2nd Clinical Study (CLs++)",,"Recruiting","No Results Available","Lower Limb Amputation Above Knee (Injury)","Device: Cyberlegs Xleg","Physical performance determinant|Biomechanical outcome measure|Electrohysiological outcome measure|Physiological outcome measure|Psychological outcome measure","Vrije Universiteit Brussel|Össur Ehf|University of Ljubljana|Université Catholique de Louvain|Scuola Superiore Sant'Anna di Pisa|Fondazione Don Carlo Gnocchi Onlus","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","14","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","VUB-Brubotics","January 2, 2020","August 1, 2020","December 31, 2020","October 17, 2019",,"May 28, 2020","Vrije Universiteit Brussel, Brussel, Belgium",,"https://ClinicalTrials.gov/show/NCT04129853"
893,"NCT02460640","The Effects of TAP Block on Postsurgical Pain After Minimally Invasive Partial Nephrectomy:",,"Completed","No Results Available","Acute Pain|Chronic Pain","Procedure: Tap block|Procedure: intravenous Patient controlled analgesia|Drug: Morphine|Drug: Ropivacaine","Morphine consuption 24 hr after surgery|Acute pain after surgery measured with Numerical Rating Scale","Regina Elena Cancer Institute","All","18 Years and older   (Adult, Older Adult)","Not Applicable","96","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","Tap Block","May 2015","August 2017","August 2017","June 2, 2015",,"February 5, 2018","Regina Elena CI, Rome, Italy",,"https://ClinicalTrials.gov/show/NCT02460640"
894,"NCT00223808","Assisted Movement Neuro-rehabilitation: VA Multi-site Clinical Trial",,"Completed","Has Results","Cerebrovascular Disorders|Hemiplegia","Other: Robot-Low|Other: Robot-High|Other: Control","Fugl-Meyer Score Change Immediately Following Study Intervention.|Fugl-Meyer Score Change at 6 Months|Change in FIM Score Immediately Following Study Intervention.|Change in FIM Score at 6-months","US Department of Veterans Affairs|VA Office of Research and Development","All","21 Years and older   (Adult, Older Adult)","Phase 3","71","U.S. Fed","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","B2695-I","January 2002","July 2008","July 2008","September 22, 2005","February 17, 2014","February 17, 2014","VA Palo Alto Health Care System, Palo Alto, California, United States|VA Greater Los Angeles Healthcare System, West LA, West Los Angeles, California, United States|Michael E. DeBakey VA Medical Center (152), Houston, Texas, United States|Central Texas Veterans Health Care System, Temple, Texas, United States",,"https://ClinicalTrials.gov/show/NCT00223808"
895,"NCT03588663","Effect of Using a Bionic Leg on Physiological and Biomechanical Measures in Stroke Patients",,"Completed","No Results Available","Stroke|Physical Activity|Gait, Hemiplegic","Device: Baseline Bionic Leg Assessment|Other: Baseline Control Condition Assessment|Other: Training|Other: Follow-up Assessment","Change in Physiological Cost Index between baseline and follow-up|Change in Timed-Up-and-Go between baseline and follow-up|Change in Postural Sway between baseline and follow-up|Change in Gait analysis between baseline and follow-up|Change in 6-min walk test between baseline and follow-up|Change in Sit-to-Stand between baseline and follow-up","University of Winchester|University College Dublin","All","Child, Adult, Older Adult","Not Applicable","9","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Basic Science","Wright_BL_Acute_2018","August 10, 2018","October 8, 2018","October 8, 2018","July 17, 2018",,"October 11, 2018","Centre for Sport, Winchester, Hampshire, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03588663"
896,"NCT04383873","Effectiveness Analysis of Armeo Spring Device as a Rehabilitation Treatment in Spinal Cord Injured Patients",,"Recruiting","No Results Available","Spinal Cord Injury Cervical","Device: Training by means of Armeo Spring device|Other: Current treatment based on conventional therapy|Other: Additional treatment based on conventional therapy","Clinical scale SCIM|Change from baseline Clinical scale SCIM at 4 weeks|Change from baseline Clinical scale SCIM at 10 weeks|Clinical scale CUE|Change from baseline Clinical scale CUE at 4 weeks|Change from baseline Clinical scale CUE at 10 weeks|Clinical Scale Jebsen-Taylor Hand Function (JTHF)|Change from baseline Clinical Scale Jebsen-Taylor Hand Function (JTHF) at 4 weeks|Change from baseline Clinical Scale Jebsen-Taylor Hand Function (JTHF) at 10 weeks|Clinical scale Nine Hole Peg Test|Change from baseline Clinical scale Nine Hole Peg Test at 4 weeks|Change from baseline Clinical scale Nine Hole Peg Test at 10 weeks|Clinical Scale GRASSP|Change from baseline Clinical Scale GRASSP at 4 weeks|Change from baseline Clinical Scale GRASSP at 10 weeks|Edinburg Handedness Test|Kinematic indices|Change from baseline Kinematic indices at 4 weeks|Change from baseline Kinematic indices at 10 weeks|Compliance|QUEST usability scale|TMS assessment|Change from baseline TMS assessment at 10 weeks|Beck's Depression Inventory|Change from baseline Beck's Depression Inventory at 10 weeks|Hospital Anxiety and Depression Scale (HADS)|Change from baseline Hospital Anxiety and Depression Scale (HADS) at 10 weeks","Hospital Nacional de Parapléjicos de Toledo","All","16 Years to 75 Years   (Child, Adult, Older Adult)","Not Applicable","28","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","C501/2016","April 18, 2016","June 2021","December 2021","May 12, 2020",,"May 12, 2020","Hospital Nacional de Parapléjicos, Toledo, Spain",,"https://ClinicalTrials.gov/show/NCT04383873"
897,"NCT03105440","Innovation Oncological Rehabilitation: Applicability of the Different Techniques Physiotherapeutic Post Breast Cancer",,"Unknown status","No Results Available","Lymphedema|Pain","Other: Virtual reality|Other: Vibration therapy|Other: Hand cycling|Other: Canoeing|Other: Robotic rehabilitation|Other: Control group","Edema","Universidade do Vale do Paraíba","Female","30 Years to 70 Years   (Adult, Older Adult)","Not Applicable","6","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","41887715.0.0000.5503","January 2013","April 2017","January 2019","April 10, 2017",,"April 19, 2017","University of Vale do Paraíba, São José dos Campos, SP, Brazil",,"https://ClinicalTrials.gov/show/NCT03105440"
