OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,AGENCY CONTACT EMAIL,ESTIMATED POST DATE,ESTIMATED APPLICATION DUE DATE,POSTED DATE,CLOSE DATE,LAST UPDATED DATE/TIME,VERSION
2017-NIST-MEP-EMUSA-02,Embedding MEP in Manufacturing USA Institutes Pilot Projects – Round 3,DOC-NIST,National Institute of Standards and Technology,,5,"Christopher Hunton
Management and Program Analyst
Phone 301-975-5718",,grants@nist.gov,,,04/03/2017,06/02/2017,04/03/2017 18:34:03,Synopsis 1
DE-FOA-0001875,"Integrated University Program (IUP): Enabling Technologies and Innovation (ETI) & Monitoring, Technology and Verification (MTV)",DOE-NNSA,NNSA,50000000,2,"Grant Specialist Alex Trejo 505-845-5472
alex.trejo@nnsa.doe.gov
",,alex.trejo@nnsa.doe.gov,,,05/23/2018,09/17/2018,08/29/2018 16:16:29,Synopsis 7
ND-NOFO-19-103,Hands on the Future: A Making and Computer Coding Skill-building Program for Women,DOS-IND,U.S. Mission to India,26000,1,"Grant Applications Manager, 
U.S. Embassy, New Delhi",,ND_GrantApplications@state.gov,,,12/20/2018,02/20/2019,12/20/2018 6:42:20,Synopsis 1
DE-FOA-0001998,Transformational Sensing Systems for Monitoring the Deep Subsurface,DOE-NETL,National Energy Technology Laboratory,4800000,3,"John R. Hatfield 
John.Hatfield@netl.doe.gov",,John.Hatfield@netl.doe.gov,,,10/19/2018,06/21/2019,06/13/2019 12:04:13,Synopsis 4
ND-NOFO-19-113-REPOST,Hands on the Future: A Making and Computer Coding Skill-building Program for Women,DOS-IND,U.S. Mission to India,36000,1,"Grant Applications Manager, 
U.S. Embassy, New Delhi",,ND_GrantApplications@state.gov,,,06/27/2019,07/31/2019,06/27/2019 0:45:27,Synopsis 1
USDA-NIFA-SCRI-006810,Specialty Crop Research Initiative Pre-Applications,USDA-NIFA,National Institute of Food and Agriculture,80000000,0,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays",,electronic@nifa.usda.gov,,,08/12/2019,10/15/2019,08/12/2019 11:04:12,Synopsis 1
NNH20ZHA001O,National Space Grant College and Fellowship Program – Artemis Student Challenge Opportunities FY2020 – FY2021,NASA,National Aeronautics and Space Administration,2400000,6,"Erica J. Alston
Deputy Space Grant Program Manager
757-864-7247",,SGCFP@nasaprs.com,,,12/12/2019,02/10/2020,12/12/2019 13:41:12,Synopsis 6
W911NF18S0003,Fiscal Year (FY) 2019 Department of Defense Multidisciplinary Research Program of the University Research Initiative (MURI) - ARMY SUBMISSION,DOD-AMC,Dept of the Army -- Materiel Command,,,"Kia McCormick
Procurement Analyst
Phone (919)549-4281",,kia.s.mccormick.civ@mail.mil,,,03/27/2018,10/16/2018,07/17/2018 14:46:17,Synopsis 3
N00014-18-S-F006,Fiscal Year (FY) 2019 Department of Defense Multidisciplinary Research Program of the University Research Initiative,DOD-ONR,Office of Naval Research,,,"David Broadwell
Grant Management Specialist
Phone 703-588-2866",,david.broadwell@navy.mil,,,03/22/2018,10/16/2018,07/17/2018 13:58:17,Synopsis 3
W912HZ-20-BAA-01,2020 Broad Agency Announcement,DOD-COE-ERDC,Engineer Research and Development Center,,,"Reginald Bryant
Phone 601-634-7166

Deberay Carmichael
Phone:601-634-5337",,ERDC-BAA@usace.army.mil,,,03/16/2020,02/05/2021,03/30/2020 8:55:30,Synopsis 7
DARPA-RA-12-12,Young Faculty Award (YFA),DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,"BAA Coordinator
",,DARPA-RA-12-12@darpa.mil,,,12/06/2011,01/19/2012,01/11/2012 14:51:11,Synopsis 3
13-SN-0005,Special Program Announcement for 2013: Basic Research Challenges in the Science of Autonomy,DOD-ONR,Office of Naval Research,5200000,10,"Lynnette Desorcie
Contracting Officer
703-696-4324",,lynnette.desorcie@navy.mil,,,12/06/2012,03/25/2013,03/11/2013 12:59:11,Synopsis 3
BAA-AFOSR-2013-0001,Research Interests of the Air Force Office of Scientific Research,DOD-AFOSR,Air Force Office of Scientific Research,,,"Rina Martinez
Procurement Analyst
Phone 703-588-8496",,rina.martinez@us.af.mil,,,01/29/2013,03/31/2014,03/04/2014 14:33:04,Synopsis 3
DARPA-RA-10-03,"Computer Science - Science, Technology, Engineering, and Mathematics (CS-STEM) Education",DOD-DARPA-IPTO,DARPA - Information Processing Technology Office,,,DARPA-RA-10-03,,DARPA-RA-10-03@darpa.mil,,,01/12/2010,07/12/2010,02/17/2010 9:47:17,Synopsis 4
SVM700-18-PAS-005,American Center Technology Club,DOS-VNM,U.S. Mission to Vietnam,,,"HCMC Grants Team
",,hcmcgrants@state.gov,,,04/13/2018,05/20/2018,04/13/2018 5:48:13,Synopsis 1
NNH20ZHA002C,FY 2020 NASA ESTABLISHED PROGRAM TO STIMULATE COOPERATIVE AGREEMENT NOTICE {CAN},NASA,National Aeronautics and Space Administration,1000000,5,"Agency EPSCoR
NASA EPSCoR Program
321-867-2085",,agency-epscor@mail.nasa.gov,,,10/28/2019,02/10/2020,10/28/2019 8:30:28,Synopsis 4
N00174190001,Naval Engineering Education Consortium (NEEC) Broad Agency Announcement for FY19,DOD-ONR-SEA-NSWCIH,NSWC Indian Head,,15,"Devon Gormley
Grantor
Phone 301-744-6658",,devon.gormley@navy.mil,,,09/26/2019,11/08/2019,11/04/2019 7:25:04,Synopsis 5
N00014-16-R-FO05,Multidisciplinary Research Program of the University Research Initiative,DOD-ONR,Office of Naval Research,,,"Michelle Parrott
Grants Management Specialist
Phone 703-696-2044",,michelle.parrott@navy.mil,,,04/12/2016,11/15/2016,04/14/2016 11:32:14,Synopsis 2
N00014-16-R-FO05,Multidisciplinary Research Program of the University Research Initiative (FY17 ARMY SUBMISSION),DOD-AMC,Dept of the Army -- Materiel Command,,,"ANDREW L. FISKE
PROCUREMENT ANALYST
Phone: 919-549-4338",,andrew.l.fiske.civ@mail.mil,,,04/14/2016,11/15/2016,04/14/2016 13:32:14,Synopsis 1
N00014-16-R-FO05,Multidisciplinary Research Program of the University Research Initiative (FY17 AF SUBMISSION),DOD-AFOSR,Air Force Office of Scientific Research,60000000,8,"Chakila Tillie, Program Coordinator, 703-588-1773
chakila.tillie@us.af.mil


King Nwoha
Procurement Analyst
king.nwoha@us.af.mil",,chakila.tillie@us.af.mil,,,04/15/2016,11/15/2016,04/15/2016 9:57:15,Synopsis 1
FOA-RQKM-2015-0014,Flexible Hybrid Electronics Manufacturing Innovation Institute,DOD-AFRL,Air Force -- Research Lab,75000000,1,"Charlotte Chumack
Contracting Officer
Phone 937-713-9876",,charlotte.chumack@us.af.mil,,,01/23/2015,06/19/2015,06/16/2015 8:43:16,Synopsis 4
FOA-AFRL-AFOSR-2018-0001,Fiscal Year (FY) 2019 Department of Defense Multidisciplinary Research Program of the University Research Initiative,DOD-AFOSR,Air Force Office of Scientific Research,,,"Katie Wisecarver
Grantor
Phone 703-696-9544",,katie.wisecarver@us.af.mil,,,03/22/2018,11/13/2018,11/06/2018 12:30:06,Synopsis 6
USAFA-BAA-2015,Research Interests of the United States Air Force Academy,DOD-USAFA,Air Force Academy,,,"Chelsea Huff
Grants Officer
Phone 719-333-4899",,10MSG.LGCC@us.af.mil,,,12/17/2014,,02/14/2020 15:15:14,Synopsis 7
FY15,2015 National Summer Transportation Institute Program,DOT-FHWA,DOT Federal Highway Administration,2000000,100,"Willard McClure
NSTI Program Coordinator
Phone 916-498-5036",,will.mcclure@dot.gov,,,01/05/2015,02/13/2015,01/05/2015 16:31:05,Synopsis 1
N00014-18-S-B001,FY18 Long Range Broad Agency Announcement (BAA) for Navy and Marine Corps Science and Technology,DOD-ONR,Office of Naval Research,,,"Matthew Murray
Contracting Specialist
Phone 703-696-4257",,matthew.murray1@navy.mil,,,09/29/2017,12/31/2018,09/20/2018 7:45:20,Synopsis 3
W911NF-19-S-0004,ARMY APPLICATIONS LAB BROAD AGENCY ANNOUNCEMENT FOR DISRUPTIVE APPLICATIONS,DOD-AMC,Dept of the Army -- Materiel Command,,1000,"Kia S McCormick
Procurement Analyst
Phone 919-549-4281",,kia.s.mccormick.civ@mail.mil,,,05/02/2019,05/01/2024,05/10/2019 10:23:10,Synopsis 2
ONRBAA10-002,Department of Defense Multi-Disciplinary Research Program of the University Research Initiative,DOD-ONR,Office of Naval Research,,,"Matt Ferebee
Contract Specialist
Phone 703-696-1474",,matthew.ferebee@navy.mil,,,10/09/2009,03/02/2010,10/09/2009 15:15:09,Synopsis 1
ONR-BAA-10-002,Fiscal Year (FY) 2010 Department of Defense Multidisciplinary Research Program of the University Research Initiative,DOD-AFOSR,Air Force Office of Scientific Research,,,E-mail: afosr.baa@afosr.af.mil,,afosr.baa.@afosr.af.mil,,,10/14/2009,03/02/2010,02/25/2010 16:03:25,Synopsis 3
W81XWH-09-SCIRP-IIRA,Spinal Cord Injury Research Program Investigator-Initiated Research Award,DOD-AMRAA,Dept. of the Army -- USAMRAA,6400000,8,"PA HELP: 301-619-7079; cdmrp.pa@amedd.army.mil 
eReceipt HELP: 301-682-5507; help@cdmrp.org

",,cdmrp.pa@amedd.army.mil,,,07/14/2009,12/10/2009,07/14/2009 13:09:14,Synopsis 1
W81XWH-09-SCIRP-TRPA,Spinal Cord Injury Research Program Translational Research Partnership Award,DOD-AMRAA,Dept. of the Army -- USAMRAA,6000000,5,"PA HELP: 301-619-7079; cdmrp.pa@amedd.army.mil 
eReceipt HELP: 301-682-5507; help@cdmrp.org

",,cdmrp.pa@amedd.army.mil,,,07/14/2009,12/10/2009,07/14/2009 13:35:14,Synopsis 1
W81XWH-09-SCIRP-ATTDA,Spinal Cord Injury Research Program Advanced Technology Therapeutic Development Award,DOD-AMRAA,Dept. of the Army -- USAMRAA,6720000,3,"PA HELP: 301-619-7079; cdmrp.pa@amedd.army.mil 
eReceipt HELP: 301-682-5507; help@cdmrp.org
",,cdmrp.pa@amedd.army.mil,,,07/13/2009,12/10/2009,07/13/2009 14:39:13,Synopsis 1
W81XWH-BAA-11-1,U.S. Army Medical Research and Material Command Broad Agency Annoucement for Extramural Medical Research,DOD-AMRAA,Dept. of the Army -- USAMRAA,,,"Pamela Nevels
Contracting Officer
Phone 301-619-8802",,pamela.nevels@us.army.mil,,,10/01/2010,09/30/2011,10/01/2010 13:07:01,Synopsis 1
BAA-VS-07-03,Space Components Technology Open 5 Year Broad Agency Announcement,DOD-AFRL,Air Force -- Research Lab,,,"Jean Barnes
Ms
Phone 505-846-4695",,jean.barnes@kirtland.af.mil,,,02/12/2009,11/17/2011,02/12/2009 12:54:12,Synopsis 1
ED-GRANTS-041012-002,Office of Elementary and Secondary Education (OESE): Elementary and Secondary School Counseling Programs CFDA Number 84.215E,ED,Department of Education,21305000,61,"Julius Cotton
ED Grants.gov FIND Systems Admin.
Phone 202-245-6140
julius.cotton@ed.gov
Program Managers:
Lisa Harrison
U.S. Department of Education
550 12th Street SW., room 10070
Potomac Center Plaza (PCP), 
Washington, DC 20202-6450.
Telephone: 202-245-7873 or by email: 
Lisa.Harrison@ed.gov or 
Loretta McDaniel
U.S. Department of Education
550 12th Street, SW., room 10080
Potomac Center Plaza (PCP)
Washington, DC 20202-6450.
Telephone: 202-245-7870 or by email: 
Loretta.McDaniel@ed.gov.",,Lisa.Harrison@ed.gov,,,04/10/2012,05/25/2012,04/10/2012 10:57:10,Synopsis 1
W81XWH-BAA-12-1,U.S. Army Medical Research and Materiel Command Broad Agency Announcement for Extramural Medical Research,DOD-AMRAA,Dept. of the Army -- USAMRAA,600000000,300,QA.BAA@amedd.army.mil,,QA.BAA@amedd.army.mil,,,10/01/2011,09/30/2012,08/28/2012 18:23:28,Synopsis 5
ED-GRANTS-062012-001,Office of Postsecondary Education (OPE): Federal TRIO Programs: Upward Bound Math and Science Program CFDA Number 84.047M,ED,Department of Education,38237093,148,"Joyce Mays
Management Analyst 
Phone 202-245-6122
joyce.mays@ed.gov
Program Manager:
Sharon Easterling
Upward Bound Math and Science Program U.S. Department of Education
1990 K St. NW., Washington DC 20006 Telephone:(202)502-7651 or by email: ",,sharon.easterling@ed.gov,,,06/20/2012,07/20/2012,06/21/2012 14:44:21,Synopsis 2
2013-NIST-ELCAP-01,"Engineering Laboratory Cooperative Agreement Program (ELCAP) for Disaster Resilience of Buildings, Infrastructure, and Communities; Sustainable Construction and Manufacturing; and Smart Firefighting",DOC-NIST,National Institute of Standards and Technology,,,"Christopher Hunton
Grants Technical Assistant
Phone 301-975-5718",,christopher.hunton@nist.gov,,,06/24/2013,,06/24/2013 17:57:24,Synopsis 1
USDA-NIFA-AFRI-003958,Agriculture and Food Research Initiative: Foundational Program,USDA-NIFA,National Institute of Food and Agriculture,,264000000,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays ",,electronic@nifa.usda.gov,,,10/15/2012,05/22/2013,01/10/2013 14:50:10,Synopsis 6
USDA-NIFA-SCRI-005437,Specialty Crop Research Initiative Request for Pre-Applications (RFPA),USDA-NIFA,National Institute of Food and Agriculture,48000000,,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays
",,electronic@nifa.usda.gov,,,10/29/2015,12/03/2015,10/29/2015 10:06:29,Synopsis 1
USAFA-BAA-2009-1-CALL-0010,Research of Technologies Advancing Corrosion Prevention and Control,DOD-USAFA,Air Force Academy,,,"Chelsea Gurwell
",,10msg.lgcc@us.af.mil,,,05/10/2013,06/10/2013,05/10/2013 16:55:10,Synopsis 1
RA08-52,Computer Science Study Group,DOD-DARPA-DSO,DARPA - Defense Sciences Office,,1,Dr . Benjamin Mann,,DARPA-RA-08-52@darpa.mil,,,06/09/2008,06/10/2009,09/03/2008 8:31:03,Synopsis 2
USDA-NIFA-SCRI-006064,Specialty Crop Research Initiative Request for Pre-applications,USDA-NIFA,National Institute of Food and Agriculture,48128978,,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays
",,electronic@nifa.usda.gov,,,09/27/2016,11/15/2016,09/27/2016 13:51:27,Synopsis 1
SBUR-SGPIG-15-004,Women in Science (WiSci) Girls STEAM Camp 2017,DOS-SBUR,Office of the Secretary,200000,1,"Grants.gov Contact Center
Phone Number: 1-800-518-4726

Hours of operation are 24 hours a day, 7 days a week. The contact center is closed on federal holidays.
support@grants.gov
",,support@grants.gov,,,06/22/2016,07/25/2016,06/28/2016 6:53:28,Synopsis 2
USDA-NIFA-SCRI-006394,Specialty Crop Research Initiative Request for Pre-Applications,USDA-NIFA,National Institute of Food and Agriculture,48100000,,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays
",,electronic@nifa.usda.gov,,,09/25/2017,12/08/2017,09/25/2017 9:14:25,Synopsis 1
USDA-NIFA-AFRI-006351,Agriculture and Food Research Initiative - Foundational Program,USDA-NIFA,National Institute of Food and Agriculture,150200000,,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays
",,electronic@nifa.usda.gov,,,04/11/2017,06/20/2018,06/20/2018 14:59:20,Synopsis 3
USDA-NIFA-SCRI-006671,Specialty Crop Research Initiative (SCRI) Pre-applications,USDA-NIFA,National Institute of Food and Agriculture,80000000,,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays",,electronic@nifa.usda.gov,,,11/07/2018,12/10/2018,11/07/2018 7:59:07,Synopsis 1
USDA-NIFA-AFRI-006609,Agriculture and Food Research Initiative - Foundational and Applied Science,USDA-NIFA,National Institute of Food and Agriculture,182000000,,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays",,electronic@nifa.usda.gov,,,05/29/2018,04/10/2019,04/09/2019 14:19:09,Synopsis 6
SHTG-FY-19-01,Susan Harwood Targeted Topic Training Grants,DOL-OSHA,Occupational Safety and Health Administration,10500000,80,Susan Harwood Grant Coordinator at 847-725-7805,,Harwoodgrants@dol.gov,,,05/03/2019,07/02/2019,05/03/2019 9:46:03,Synopsis 4
SHTG-FY-19-02,Susan Harwood Training and Educational Materials Development,DOL-OSHA,Occupational Safety and Health Administration,10500000,80,Susan Harwood Grant Coordinator at 847-725-7805,,Harwoodgrants@dol.gov,,,05/03/2019,07/02/2019,05/03/2019 9:52:03,Synopsis 10
DE-FOA-0002017,Management of Stewardship Science Graduate Fellowship (SSGF) and Laboratory Residency Graduate Fellowship (LRGF) Programs,DOE-NNSA,NNSA,22000000,1,"Grant Specialist Alex Trejo 505-845-5472
Alex.Trejo@nnsa.doe.gov",,Alex.Trejo@nnsa.doe.gov,,,05/17/2019,08/15/2019,06/07/2019 18:28:07,Synopsis 2
SFOP0006248,2020 CTR Countering Threats from Acquisition or Misuse of Emerging and Advanced Technologies for WMD and WMD-Related Delivery Systems,DOS-ISN,Bureau of International Security-Nonproliferation,,10,ISN-CTR-CPFY20@state.gov,,,,,11/01/2019,01/31/2020,11/01/2019 14:43:01,Synopsis 2
W911NF-17-S-0003,Army Research Laboratory Broad Agency Announcement for Basic and Applied Scientific Research,DOD-AMC,Dept of the Army -- Materiel Command,,1000,"KIA MCCORMICK
PROCUREMENT ANALYST
Phone: (919) 549-4281",,kia.s.mccormick.civ@mail.mil,,,04/01/2017,03/31/2022,06/04/2020 7:32:04,Synopsis 11
W911NF-08-R-0014,Cognition and Neuroergonomics (CAN) Collaborative Technology Alliance (CTA),DOD-AMC,Dept of the Army -- Materiel Command,130000000,1,"Ernest Dixon
Procurement Analyst
Phone 919-549-4270",,ernie.dixon@us.army.mil,,,02/02/2009,03/13/2009,02/11/2009 11:30:11,Synopsis 3
DARPA-BAA-12-25,Innovative Systems for Military Missions,DOD-DARPA-TTO,DARPA - Tactical Technology Office,,,BAA Coordinator,,DARPA-BAA-12-25@darpa.mil,,,03/27/2012,04/05/2013,03/25/2013 10:23:25,Synopsis 2
DARPA-BAA-13-22,Innovative Systems for Military Missions,DOD-DARPA-TTO,DARPA - Tactical Technology Office,,,Chris Glista,,DARPA-BAA-13-22@darpa.mil,,,04/09/2013,04/09/2014,04/09/2013 15:31:09,Synopsis 1
DARPA-BAA-11-65,Defense Sciences Research and Technology,DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,BAA Coordinator,,DARPA-BAA-11-65@darpa.mil,,,08/10/2011,02/07/2013,08/06/2012 11:25:06,Synopsis 3
DARPA-RA-17-01,Young Faculty Award (YFA),DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,RA Coordinator,,YFA2018@darpa.mil,,,09/07/2017,12/04/2017,09/07/2017 15:51:07,Synopsis 1
HHS-2019-ACL-NIDILRR-DPGE-0354,Disability and Rehabilitation Research Projects (DRRP): Assistive Technology to Promote Independence and Community Living (Research),HHS-ACL,Administration for Community Living,4000000,2,"Marlene Spencer
Marlene.spencer@acl.hhs.gov",,Marlene.spencer@acl.hhs.gov,,,04/18/2019,06/17/2019,04/18/2019 12:04:18,Synopsis 1
HHS-2019-ACL-NIDILRR-DPGE-0355,Disability and Rehabilitation Research Projects (DRRP): Assistive Technology to Promote Independence and Community Living (Development),HHS-ACL,Administration for Community Living,4000000,2,"Marlene Spencer
Marlene.spencer@acl.hhs.gov",,Marlene.spencer@acl.hhs.gov,,,04/18/2019,06/17/2019,04/18/2019 12:13:18,Synopsis 1
DARPA-RA-19-01,Young Faculty Award (YFA),DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,"BAA Coordinator
YFA2020@darpa.mil",,YFA2020@darpa.mil,,,08/28/2019,11/19/2019,08/28/2019 16:08:28,Synopsis 1
HHS-2020-ACL-NIDILRR-DPGE-0415,Disability and Rehabilitation Research Projects (DRRP): Assistive Technology to Promote Independence and Community Living,HHS-ACL,Administration for Community Living,2000000,4,"Stephen Bauer
Stephen.Bauer@acl.hhs.gov",,Stephen.Bauer@acl.hhs.gov,,,03/26/2020,05/26/2020,03/26/2020 15:18:26,Synopsis 1
W911NF-07-R-0003-04,ARO Broad Agency Announcement-Revised,DOD-AMC,Dept of the Army -- Materiel Command,,,"Kevin Bassler
Procurement Analyst
Phone 919-549-4295",,kevin.j.bassler.civ@mail.mil,,,06/06/2008,05/15/2012,04/10/2012 7:07:10,Synopsis 14
W912HZ-18-BAA-01,2018 ERDC Broad Agency Announcement,DOD-COE-ERDC,Engineer Research and Development Center,,,"Frank Spears
ERDC Contracting Office
601-634-3908

Alternate POC: 
Anitra Wilson 
ERDC Contracting Office
Anitra.D.Wilson@usace.army.mil",,Frank.Spears@usace.army.mil,,,02/02/2018,01/31/2019,02/02/2018 15:47:02,Synopsis 1
BAA-11-01-HPW,"Aerospace Medicine, Clinical Research, Human Performance Research, and Expeditionary Medicine",DOD-AFRL,Air Force -- Research Lab,49000000,5,"Paul Smith
Contracting Officer
Phone 937-713-9974",,paul.smith.23@us.af.mil,,,12/16/2010,12/15/2015,03/11/2015 14:56:11,Synopsis 5
12-SN-0028,Special Program Announcement 2012 Basic and Applied Research in Sea-Based Aviation aircraft Science and Technology,DOD-ONR,Office of Naval Research,1200000,4,"Lynnette Desorcie
Contracting Officer 
Phone 703-696-4324",,lynnette.desorcie@navy.mil,,,09/06/2012,01/17/2013,09/06/2012 15:59:06,Synopsis 1
W81XWH-BAA-14-1,U.S. Army Medical Research and Materiel Command Broad Agency Announcement,DOD-AMRAA,Dept. of the Army -- USAMRAA,,,BAA Help Desk:  usamraa@aibs.org,,usamraa@aibs.org,,,10/01/2013,09/30/2014,10/01/2013 10:50:01,Synopsis 1
USDA-NIFA-AFRI-004915,Agriculture and Food Research Initiative - Foundational Program,USDA-NIFA,National Institute of Food and Agriculture,116000000,,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays 
",,electronic@nifa.usda.gov,,,02/18/2015,09/30/2015,03/20/2015 7:40:20,Synopsis 3
USDA-NIFA-AFRI-005843,Agriculture and Food Research Initiative: Foundational Program,USDA-NIFA,National Institute of Food and Agriculture,130000000,,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am - 5:00 pm ET, excluding Federal holidays
",,electronic@nifa.usda.gov,,,05/13/2016,08/31/2016,05/27/2016 12:20:27,Synopsis 3
FA8650-17-S-6001,Science and Technology for Autonomous Teammates (STAT),DOD-AFRL,Air Force -- Research Lab,950000000,1,"Elizabeth A Fink
Contracting Officer
Phone 937-713-9832",,elizabeth.fink.1@us.af.mil,,,07/07/2017,07/07/2023,06/27/2018 14:33:27,Synopsis 12
W911NF-18-S-0008,"Defense Science, Technology, Engineering, and Mathematics (STEM) Education Consortium (DSEC) Cooperative Agreement",DOD-AMC,Dept of the Army -- Materiel Command,,20,"Camilo Asuncion
Grants Specialist
",,camilo.b.asuncion.civ@mail.mil,,,05/22/2018,07/18/2018,06/28/2018 11:27:28,Synopsis 6
2016-NIST-MSE-01,Measurement Science and Engineering (MSE) Research Grant Programs,DOC-NIST,National Institute of Standards and Technology,12000000,25,"Leon Sampson
Phone 301-975-3086",,leon.sampson@nist.gov,,,06/27/2019,06/28/2019,06/27/2019 13:29:27,Synopsis 2
2019-NIST-MSE-01,Measurement Science and Engineering (MSE) Research Grant Programs,DOC-NIST,National Institute of Standards and Technology,12000000,750,"Leon Sampson
NOFO Coordinator
Phone 301-975-3086",,leon.sampson@nist.gov,,,04/26/2019,02/11/2020,02/10/2020 15:08:10,Synopsis 3
2020-NIST-MSE-01,Measurement Science and Engineering (MSE) Research Grant Programs,DOC-NIST,National Institute of Standards and Technology,,,"Leon Sampson
NOFO Coordinator
Phone 301-975-3086",,grants@nist.gov,,,02/12/2020,,02/18/2020 15:23:18,Synopsis 1
W81XWH-BAA-13-1,U.S. Army Medical Research and Materiel Command Broad Agency Announcement for Extramural Medical Research,DOD-AMRAA,Dept. of the Army -- USAMRAA,,,USAMRAA@AIBS.org,,USAMRAA@AIBS.org,,,10/01/2012,09/30/2013,10/01/2012 8:22:01,Synopsis 1
DARPA-BAA-11-13,Innovative Systems for Military Missions - Tactical Technology Office,DOD-DARPA-TTO,DARPA - Tactical Technology Office,,,DARPA-BAA-11-13@darpa.mil,,DARPA-BAA-11-13@darpa.mil,,,03/01/2011,02/17/2012,03/02/2011 14:50:02,Synopsis 2
W81XWH-BAA-15-1,DoD USAMRMC FY15 Broad Agency Announcement for Extramural Medical Research,DOD-AMRAA,Dept. of the Army -- USAMRAA,,,help@eBRAP.org; 301-682-5507,,help@eBRAP.org,,,10/01/2014,09/30/2015,09/30/2014 15:53:30,Synopsis 1
2015-NIST-MSE-01,Measurement Science and Engineering (MSE) Research Grant Programs,DOC-NIST,National Institute of Standards and Technology,,,"Christopher Hunton
Grants Technical Assistant
Phone 301-975-5718",,christopher.hunton@nist.gov,,,06/04/2015,,06/04/2015 17:06:04,Synopsis 1
FOA-AFRL-AFOSR-2017-0001,CENTER OF EXCELLENCE: Trusted Human-Machine Teaming,DOD-AFOSR,Air Force Office of Scientific Research,5000000,1,"King Nwoha
Procurement Analyst",,afosr.baa@us.af.mil,,,06/16/2017,08/18/2017,06/15/2017 13:18:15,Synopsis 1
HR001117S0014,Innovative Systems for Military Missions,DOD-DARPA-TTO,DARPA - Tactical Technology Office,,,BAA Coordinator,,HR001117S0014@darpa.mil,,,06/13/2017,06/12/2018,02/22/2018 9:52:22,Synopsis 2
HR001117S0011-06,OFFensive Swarm Enabled Tactics (OFFSET) Sprint 5,DOD-DARPA-TTO,DARPA - Tactical Technology Office,,,"BAA Coordinator
OFFSET@darpa.mil",,OFFSET@darpa.mil,,,09/26/2019,04/26/2020,11/07/2019 16:07:07,Synopsis 2
DHS-19-GPD-044-000-98,Fiscal Year (FY) 2019 Fire Prevention and Safety (FP&S),DHS-DHS,Department of Homeland Security - FEMA,,150,"AFG/FP&S Help Desk
(866) 274-0960",,FireGrants@fema.dhs.gov,,,04/21/2020,05/29/2020,04/21/2020 13:38:21,Synopsis 1
N00014-20-S-F006,FY2021 VANNEVAR BUSH FACULTY FELLOWSHIP,DOD-ONR,Office of Naval Research,,,"Veronica Lacey
Grant Management Specialist
Veronica.Lacey@navy.mil",,Veronica.Lacey@navy.mil,,,07/07/2020,01/15/2021,07/07/2020 19:33:07,Synopsis 1
2009-TIP-01,Technology Innovation Program,DOC-NIST,National Institute of Standards and Technology,,,"Christopher Hunton
Grants Technical Assistant
Phone 301-975-5718",,christopher.hunton@nist.gov,,,03/26/2009,07/07/2009,07/01/2009 12:14:01,Synopsis 4
DARPA-RA-09-49,Computer Science Study Group,DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,RA ADMINISTRATOR,,DARPA-RA-09-49@DARPA.MIL,,,06/26/2009,06/25/2010,06/26/2009 9:53:26,Synopsis 1
W81XWH-09-SCIRP-CTA-R,Spinal Cord Injury Research Program Clinical Trial Award - Rehabilitation,DOD-AMRAA,Dept. of the Army -- USAMRAA,9600000,4,"PA HELP: 301-619-7079; cdmrp.pa@amedd.army.mil 
eReceipt HELP: 301-682-5507; help@cdmrp.org
",,cdmrp.pa@amedd.army.mil,,,07/13/2009,12/10/2009,07/13/2009 14:58:13,Synopsis 1
DARPA-BAA-09-31,Defense Sciences Research & Technology,DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,BAA Administrator,,DARPA-BAA-09-31@darpa.mil,,,03/06/2009,05/06/2010,04/07/2010 9:05:07,Synopsis 3
