pmid	title	journal
32394481	Genesis of an emergency public drug information website by the French Society of Pharmacology and Therapeutics during the COVID-19 pandemic.	Fundam Clin Pharmacol
32394480	Care of patients with hemoglobin disorders during the COVID-19 pandemic: An overview of recommendations.	Am J Hematol
32394467	A global treatments for coronaviruses including COVID-19.	J Cell Physiol
32394431	OPTIMAL MANAGEMENT OF ELECTRODIAGNOSTIC STUDIES DURING COVID-19 OUTBREAK.	Muscle Nerve
32394416	Recommendations for Trauma and Emergency General Surgery Practice During COVID-19 Pandemic.	Ulus Travma Acil Cerrahi Derg
32394407	Incidental finding of COVID-19 pulmonary infiltrates on SPECT/CT attenuation correction CT.	J Nucl Cardiol
32394344	COVID-19 in people living with human immunodeficiency virus: a case series of 33 patients.	Infection
32394338	End-of-life care in patients with a highly transmissible respiratory virus: implications for COVID-19.	Can J Anaesth
32394337	Clear plastic drapes for aerosol-generating medical procedures in COVID-19 patients: questions still remain.	Can J Anaesth
32394336	An innovative endotracheal tube clamp for use in COVID-19.	Can J Anaesth
32394335	Corticosteroids for critically ill COVID-19 patients with cytokine release syndrome: a limited case series.	Can J Anaesth
32394279	Comparison of chest CT findings between COVID-19 pneumonia and other types of viral pneumonia: a two-center retrospective study.	Eur Radiol
32394275	Rising evidence for neurological involvement in COVID-19 pandemic.	Neurol Sci
32394245	Modelling-based evaluation of the effect of quarantine control by the Chinese government in the coronavirus disease 2019 outbreak.	Sci China Life Sci
32394243	COVID-19 research: promising tracks leading to uro-oncology.	Int Urol Nephrol
32394238	Fibrinolysis in COVID-19 patients with hemodynamic unstable acute pulmonary embolism: yes or no?	J Thromb Thrombolysis
32394237	Sudden death due to acute pulmonary embolism in a young woman with COVID-19.	J Thromb Thrombolysis
32394236	Evaluation of coagulation function by rotation thromboelastometry in critically ill patients with severe COVID-19 pneumonia.	J Thromb Thrombolysis
32394215	Colchicine may not be effective in COVID-19 infection; it may even be harmful?	Clin Rheumatol
32394175	ELSA recommendations for minimally invasive surgery during a community spread pandemic: a centered approach in Asia from widespread to recovery phases.	Surg Endosc
32394156	Use of Face Masks in COVID-19.	Indian J Pediatr
32394153	A cloth mask for under-resourced healthcare settings in the COVID19 pandemic.	Ir J Med Sci
32394141	COVID-19: Magnifying the Effect of Health Disparities.	J Gen Intern Med
32394099	Low-dose radiotherapy for SARS-CoV-2 pneumonia.	Strahlenther Onkol
32394092	Mental health services for children in China during the COVID-19 pandemic: results of an expert-based national survey among child and adolescent psychiatric hospitals.	Eur Child Adolesc Psychiatry
32394052	The Influence of COVID-19 on Air Quality in India: A Boon or Inutile.	Bull Environ Contam Toxicol
32393989	[Infectious Socialization-The History of Contagious Bodies].	NTM
32393985	Therapeutic targets and signaling mechanisms of vitamin C activity against sepsis: a bioinformatics study.	Brief Bioinform
32393973	Management of Acute Severe Ulcerative Colitis in a Pregnant Woman With COVID-19 Infection: A Case Report and Review of the Literature.	Inflamm Bowel Dis
32393966	Not all world leaders use Twitter in response to the COVID-19 pandemic: impact of the way of Angela Merkel on psychological distress, behaviour and risk perception.	J Public Health (Oxf)
32393915	Biggest COVID-19 trial tests repurposed drugs first.	Nat Biotechnol
32393876	How fake news about coronavirus became a second pandemic.	Nature
32393875	Coronavirus blood-clot mystery intensifies.	Nature
32393874	Coronavirus is spreading under the radar in US homeless shelters.	Nature
32393837	Controlling COVID-19.	Nat Hum Behav
32393823	BCG-induced trained immunity: can it offer protection against COVID-19?	Nat Rev Immunol
32393819	COVID-19 outcomes and the human genome.	Genet Med
32393804	Real-time tracking of self-reported symptoms to predict potential COVID-19.	Nat Med
32393803	Fast and frugal innovations in response to the COVID-19 pandemic.	Nat Med
32393802	COVID-19 in Padua, Italy: not just an economic and health issue.	Nat Med
32393801	Supporting the UK National Health Service during the COVID-19 crisis from an academic perspective.	Nat Med
32393767	COVID-19: Screening and triage challenges in people with disability due to Spinal Cord Injury.	Spinal Cord Ser Cases
32393681	Hyper-inflammatory Syndrome in a Child With COVID-19 Treated Successfully With Intravenous Immunoglobulin and Tocilizumab.	Indian Pediatr
32393680	Incomplete Kawasaki Disease in a Child with Covid-19.	Indian Pediatr
32393678	COVID-19: Important Issues for Pediatricians.	Indian Pediatr
32393664	Hydroxychloroquine in Patients with Rheumatic Disease Complicated by COVID-19: Clarifying Target Exposures and the Need for Clinical Trials.	J Rheumatol
32393597	Keeping lupus patients on hydroxychloroquine during the COVID-19 pandemic.	Cleve Clin J Med
32393596	COVID-19 and pulmonary hypertension.	Cleve Clin J Med
32393595	Managing COVID-19 disease in pediatric patients.	Cleve Clin J Med
32393594	Management of patients with COPD during the COVID-19 pandemic.	Cleve Clin J Med
32393593	Recognition and management of respiratory coinfection and secondary bacterial pneumonia in patients with COVID-19.	Cleve Clin J Med
32393592	Cytokine storm and the prospects for immunotherapy with COVID-19.	Cleve Clin J Med
32393591	COVID-19 and lung transplant patients.	Cleve Clin J Med
32393589	Can cats become infected with Covid-19?	Vet Rec
32393566	Physical Distancing With Social Connectedness.	Ann Fam Med
32393562	COVID-19: Notes From the Front Line, Singapore's Primary Health Care Perspective.	Ann Fam Med
32393542	The price of being a doctor during the COVID-19 outbreak.	Gut
32393532	Exit strategy to control covid-19 and relaunch the economy.	BMJ
32393526	A strategic approach to COVID-19 vaccine R&D.	Science
32393505	Covid-19: Concern about social care's ability to cope with pandemics was raised two years ago.	BMJ
32393504	Covid-19: Known risk factors fail to explain the increased risk of death among people from ethnic minorities.	BMJ
32393503	COVID-19: a danger and an opportunity for the future of general practice.	Br J Gen Pract
32393502	Protecting the health of doctors during the COVID-19 pandemic.	Br J Gen Pract
32393500	Covid-19: GPs can't get results of tests carried out at drive-through centres.	BMJ
32393482	Open Development and Clinical Validation Of Multiple 3D-Printed Nasopharyngeal Collection Swabs: Rapid Resolution of a Critical COVID-19 Testing Bottleneck.	J Clin Microbiol
32393476	How GPs can contribute to the challenge of covid-19.	BMJ
32393469	"Covid-19: England plan to ease lockdown is ""confusing"" and ""risky,"" say doctors."	BMJ
32393467	Covid-19: Hong Kong government supplies reusable face masks to all residents.	BMJ
32393463	Covid-19: EU states report 60% rise in emergency calls about domestic violence.	BMJ
32393458	Response to Covid-19: An ethical imperative to build a resilient health system in India.	Indian J Med Ethics
32393453	Death in the time of coronavirus.	Indian J Med Ethics
32393451	Covid-19: A view from New York.	Indian J Med Ethics
32393448	The ICMR bulletin on targeted hydroxychloroquine prophylaxis for Covid-19: Need to interpret with caution.	Indian J Med Ethics
32393447	Non-communicable disease management in vulnerable patients during Covid-19.	Indian J Med Ethics
32393446	Alcohol withdrawal management during the Covid-19 lockdown in Kerala.	Indian J Med Ethics
32393442	The Covid-19 panic and the global North-South divide - A perspective.	Indian J Med Ethics
32393441	Ethics in the Covid-19 emergency: Examining rationing decisions.	Indian J Med Ethics
32393440	Dealing with Covid -19: Lessons from China.	Indian J Med Ethics
32393438	Intelligent classification of platelet aggregates by agonist type.	Elife
32393419	Recent advances of therapeutic targets and potential drugs of COVID-19.	Pharmazie
32393415	COVID-19 and Unfinished Mourning.	Prehosp Disaster Med
32393409	Does intranasal naloxone administration increase the risk of 2019 coronavirus disease transmission?	CJEM
32393407	COVID-19: it is time to balance infection management and person-centered care to maintain mental health of people living in German nursing homes.	Int Psychogeriatr
32393406	Hospital Emergency Management of Emerging Infectious Disease using Instant Communication Technology.	Prehosp Disaster Med
32393404	COVID-19 and psychogeriatrics: the view from Australia.	Int Psychogeriatr
32393401	'Scientific Strabismus' or two related pandemics: coronavirus disease and vitamin D deficiency.	Br J Nutr
32393400	Protecting the Prehospital Professional First Aid Teams from Airborne Viral Particles in the Case of Out-of-Hospital Pediatric Cardiac Arrest during the COVID-19 Pandemic.	Prehosp Disaster Med
32393394	The use of internet analytics by a Canadian provincial chiropractic regulator to monitor, evaluate and remediate misleading claims regarding specific health conditions, pregnancy, and COVID-19.	Chiropr Man Therap
32393390	Simultaneous ventilation of two simulated ARDS patients in COVID-19 pandemic.	Crit Care
32393381	Perceived infection transmission routes, infection control practices, psychosocial changes, and management of COVID-19 infected healthcare workers in a tertiary acute care hospital in Wuhan: a cross-sectional survey.	Mil Med Res
32393351	Association of the insulin resistance marker TyG index with the severity and mortality of COVID-19.	Cardiovasc Diabetol
32393346	Aerosol-generating otolaryngology procedures and the need for enhanced PPE during the COVID-19 pandemic: a literature review.	J Otolaryngol Head Neck Surg
32393325	Preparing your intensive care unit for the COVID-19 pandemic: practical considerations and strategies.	Crit Care
32393316	Effects of the COVID-19 pandemic on life scientists.	Genome Biol
32393161	COVID-19, Australia: Epidemiology Report 14 (Reporting week to 23:59 AEST 3 May 2020).	Commun Dis Intell (2018)
32393147	Otolaryngology Community Operating With Collaboration and Productive Resolve During the COVID-19 Pandemic.	Otolaryngol Head Neck Surg
32393136	COVID-19 and the Cerebro-Cardiovascular Systems: What do we Know so Far?	J Am Heart Assoc
32393111	COVID-19: animals, veterinary and zoonotic links.	Vet Q
32393105	Airway Management for Endoscopic Laryngotracheal Stenosis Surgery During COVID-19.	Otolaryngol Head Neck Surg
32393101	Outpatient Otolaryngology in the Era of COVID-19: A Data-Driven Analysis of Practice Patterns.	Otolaryngol Head Neck Surg
32393088	Response to Wang et al., Virtual Reality as a Bridge in Palliative Care during COVID-19 (DOI: 10.1089/jpm.2020.0212).	J Palliat Med
32392948	[Application of pulmonary ultrasound in the diagnosis of COVID-19 pneumonia in neonates].	Zhonghua Er Ke Za Zhi
32392945	[Comparison of pathological changes and pathogenic mechanisms caused by H1N1 influenza virus, highly pathogenic H5N1 avian influenza virus, SARS-CoV, MERS-CoV and 2019-nCoV].	Zhonghua Bing Li Xue Za Zhi
32392907	Management of Acute Stroke Patients Amid the Coronavirus Disease 2019 Pandemic: Scientific Statement of the Korean Stroke Society.	J Stroke
32392880	Time Course of COVID-19 Cases in Austria.	Int J Environ Res Public Health
32392859	SARS-CoV-2 Infection with Different Radiological Insights.	Diagnostics (Basel)
32392759	Marine Algal Antioxidants as Potential Vectors for Controlling Viral Diseases.	Antioxidants (Basel)
32392741	Clotting Factors in COVID-19: Epidemiological Association and Prognostic Values in Different Clinical Presentations in an Italian Cohort.	J Clin Med
32392669	Guidelines for control and prevention of COVID-19 in surgical and anesthetic settings.	Korean J Anesthesiol
32392647	Response to: Management of Traumatic Spinal Fracture in the Coronavirus Disease 2019 Situation.	Asian Spine J
32392646	Response to: Management of Traumatic Spinal Fracture in the Coronavirus Disease 2019 Situation.	Asian Spine J
32392645	Management of Traumatic Spinal Fracture in Patient with Coronavirus Disease 2019 Situation.	Asian Spine J
32392644	Response to: Management of Traumatic Spinal Fracture in the Coronavirus Disease 2019 Situation.	Asian Spine J
32392643	Management of Traumatic Spinal Fracture in Patient with Coronavirus Disease 2019.	Asian Spine J
32392627	Reply to Wachholz and Jacinto.	J Am Geriatr Soc
32392625	Reply to Ruth Palan Lopez, PhD, GNP-BC.	J Am Geriatr Soc
32392624	Israel Ad Hoc COVID-19 Committee: Guidelines for Care of Older Persons During a Pandemic.	J Am Geriatr Soc
32392623	Time to Leverage Health System Collaborations: Supporting Nursing Facilities Through the COVID-19 Pandemic.	J Am Geriatr Soc
32392620	Risk of Increased Physical Inactivity During COVID-19 Outbreak in Older People: A Call for Actions.	J Am Geriatr Soc
32392617	Using Telehealth Groups to Combat Loneliness in Older Adults Through COVID-19.	J Am Geriatr Soc
32392616	Comment on: Coronavirus Disease 2019 in Geriatrics and Long-Term Care: The ABCDs of COVID-19.	J Am Geriatr Soc
32392613	Coronavirus Disease 2019, Prothrombotic Factors, and Venous Thromboembolism.	Semin Thromb Hemost
32392591	Co-infection of SARS CoV-2 and influenza A in a Pediatric Patient in Germany.	Klin Padiatr
32392587	The COVID-19 Pandemic and its Impact on Plastic Surgery in Europe - An ESPRAS Survey.	Handchir Mikrochir Plast Chir
32392566	The Hidden Face of Fear in the COVID-19 Era: The Amygdala Hijack.	Eur Neurol
32392562	JAK Inhibition as a New Treatment Strategy for Patients with COVID-19.	Int Arch Allergy Immunol
32392559	Treating Leukemia in the Time of COVID-19.	Acta Haematol
32392532	COVID-19 outbreak measures may indirectly lead to greater burden on hospitals.	CMAJ
32392531	How long will social distancing take to work? Experts weigh in on Canada's COVID-19 response.	CMAJ
32392510	Open access epidemiologic data and an interactive dashboard to monitor the COVID-19 outbreak in Canada.	CMAJ
32392507	All hands on deck as cases of COVID-19 surge.	CMAJ
32392504	Lack of COVID-19 transmission on an international flight.	CMAJ
32392498	Parents on the front lines of COVID-19 face tough choices.	CMAJ
32392495	Hookah smoking and COVID-19: call for action.	CMAJ
32392494	Sample sizes in COVID-19-related research.	CMAJ
32392490	What's next now that the WHO has declared a COVID-19 pandemic?	CMAJ
32392488	Transmission of coronavirus by nebulizer: a serious, underappreciated risk.	CMAJ
32392473	The Challenges of COVID-19 for People Living With Diabetes: Considerations for Digital Health.	JMIR Diabetes
32392464	SARS-CoV-2: Combating Coronavirus Emergence.	Immunity
32392461	The emerging role of lung ultrasound in COVID-19 pneumonia.	Eur J Rheumatol
32392431	Role of Non-Profit Organizations During COVID-19 for Diabetes Care: Health Care Inequities and Role of Virtual Specialty Clinic.	Diabetes Technol Ther
32392425	Response of Cardiac Surgery Units to COVID-19: An Internationally-Based Quantitative Survey.	Circulation
32392400	Effect of the COVID-19 pandemic on female sexual behavior.	Int J Gynaecol Obstet
32392389	COVID-19 in patients with myasthenia gravis.	Muscle Nerve
32392384	"Reply to Letter to the Editor ""The Optimal Management of Electrodiagnostic Studies during COVID-19 Outbreak""."	Muscle Nerve
32392382	COVID-19: A message of hope from a young girl with severe cystic fibrosis.	Pediatr Pulmonol
32392380	Diabetes and COVID-19: psychosocial consequences of the COVID-19 pandemic in people with diabetes in Denmark-what characterizes people with high levels of COVID-19-related worries?	Diabet Med
32392377	COVID-19: Generate and apply local modelled Transmission and Morbidity effects to provide an estimate of the variation in overall Relative Healthcare Resource Impact at General Practice Granularity.	Int J Clin Pract
32392364	Political polarization at the time of the coronavirus: A Brazilian's view.	Oral Dis
32392358	A virtual postgraduate community of practice.	Med Educ
32392357	All hands on deck: Creation of an online internal medicine redeployment curriculum.	Med Educ
32392355	Debate style lecturing to engage and enrich resident education virtually.	Med Educ
32392354	#Med StudentCovid - How social media is supporting students during COVID-19.	Med Educ
32392353	More on: 'COVID-19 coagulopathy in Caucasian patients'.	Br J Haematol
32392352	Helping medical educators world-wide pivot their curricula online: PivotMedEd.com.	Med Educ
32392351	Movie night! An entertaining online educational method for introducing students to common presentations in neurology.	Med Educ
32392337	SARS-CoV-2 (COVID-19): What do we know about children? A systematic review.	Clin Infect Dis
32392335	Monologue of a physician who tested persistently positive for COVID-19.	Clin Infect Dis
32392334	COVID-19 Clinical Trial Oversight at a Major Academic Medical Center: Approach of the Michigan Medicine COVID-19 Clinical Trial Committees.	Clin Infect Dis
32392333	The SARS-CoV-2 epidemic in Zimbabwe: Quo vadis?	Clin Infect Dis
32392332	Hydroxychloroquine in COVID-19 patients: what still needs to be known about the kinetics.	Clin Infect Dis
32392331	Household Transmission of SARS-CoV-2, Zhuhai, China, 2020.	Clin Infect Dis
32392330	The Effects of Pregnancy on Women with COVID-19: Maternal and Infant Outcomes.	Clin Infect Dis
32392288	Characteristics and Outcomes of Children With Coronavirus Disease 2019 (COVID-19) Infection Admitted to US and Canadian Pediatric Intensive Care Units.	JAMA Pediatr
32392282	Association of Treatment With Hydroxychloroquine or Azithromycin With In-Hospital Mortality in Patients With COVID-19 in New York State.	JAMA
32392280	Rapid Implementation of a COVID-19 Remote Patient Monitoring Program.	J Am Med Inform Assoc
32392262	Prevalence, Severity and Mortality associated with COPD and Smoking in patients with COVID-19: A Rapid Systematic Review and Meta-Analysis.	PLoS One
32392184	Clinical trials for COVID-19 should include sex as a variable.	J Clin Invest
32392172	Analysis of Public Perception of the Israeli Government's Early Emergency Instructions Regarding COVID-19: Online Survey Study.	J Med Internet Res
32392129	Screening of healthcare workers for SARS-CoV-2 highlights the role of asymptomatic carriage in COVID-19 transmission.	Elife
32392125	SARS-CoV-2 Transmission from Presymptomatic Meeting Attendee, Germany.	Emerg Infect Dis
32392096	Forced Choices: Ethical Challenges in Cardiology During the COVID-19 Pandemic.	Circulation
32392093	Risk Corridors, COVID-19, And The ACA.	Health Aff (Millwood)
32392072	Novel Coronavirus Polymerase and Nucleotidyl-Transferase Structures: Potential to Target New Outbreaks.	J Phys Chem Lett
32392023	Sedation of mechanically ventilated COVID-19 patients: challenges and special considerations.	Anesth Analg
32392017	Adult ICU Triage During the Coronavirus Disease 2019 Pandemic: Who Will Live and Who Will Die? Recommendations to Improve Survival.	Crit Care Med
32392009	[COVID-19 in the Emergency Department of Bernhoven hospital].	Ned Tijdschr Geneeskd
32392007	[Respiratory complaints in the time of COVID-19].	Ned Tijdschr Geneeskd
32391999	[Chloroquine as a possible treatment for COVID-19].	Ned Tijdschr Geneeskd
32391998	[The first 29 COVID-19-patients in a clinic: early experiences from a Dutch hospital].	Ned Tijdschr Geneeskd
32391997	[The first 100 COVID-19 patients admitted to the Elisabeth-Tweesteden Hospital, Tilburg, The Netherlands].	Ned Tijdschr Geneeskd
32391986	Association of COVID-19 With Intimate Partner Violence.	Prim Care Companion CNS Disord
32391985	Reinventing Behavioral Health During the COVID-19 Pandemic.	Prim Care Companion CNS Disord
32391963	The consequences of the COVID-19 pandemic for self-care in patients supported with a left ventricular assist device.	Eur J Heart Fail
32391936	Letter: Liver injury in COVID-19: Diagnosis and associated factors-Authors' reply.	Liver Int
32391928	Midwifery in the Time of COVID-19.	J Midwifery Womens Health
32391920	Consider TLR5 for new therapeutic development against COVID-19.	J Med Virol
32391912	The role of cardiovascular imaging for myocardial injury in hospitalized COVID-19 patients.	Eur Heart J Cardiovasc Imaging
32391911	Safety for all: coronavirus disease 2019 pandemic and cardiac surgery: a roadmap to 'phase' 2.	Eur J Cardiothorac Surg
32391908	From plague to coronavirus: vessel trajectory data from ship automatic identification systems for epidemic modeling1.	J Travel Med
32391885	SARS-CoV-2, a novel virus with an unusual cardiac feature: inverted takotsubo syndrome.	Eur Heart J
32391880	Heart Team meetings during COVID-19.	Eur Heart J
32391877	Characteristics and clinical significance of myocardial injury in patients with severe coronavirus disease 2019.	Eur Heart J
32391864	COVID-19 and Racial/Ethnic Disparities.	JAMA
32391861	Telepsychiatry and the Coronavirus Disease 2019 Pandemic-Current and Future Outcomes of the Rapid Virtualization of Psychiatric Care.	JAMA Psychiatry
32391857	Opportunities From the Coronavirus Disease 2019 Pandemic for Transforming Psychiatric Care With Telehealth.	JAMA Psychiatry
32391856	Errors in Units of Measure and Reference Value for Laboratory Tests and Numbers of Patients in Study of COVID-19 in Wuhan, China.	JAMA Intern Med
32391855	COVID-19 and Postinfection Immunity: Limited Evidence, Many Remaining Questions.	JAMA
32391852	"COVID-19 and Health Equity-A New Kind of ""Herd Immunity""."	JAMA
32391801	Prediction of the COVID-19 Pandemic for the Top 15 Affected Countries: Advanced Autoregressive Integrated Moving Average (ARIMA) Model.	JMIR Public Health Surveill
32391746	Containment of COVID-19 cases among healthcare workers: The role of surveillance, early detection, and outbreak management.	Infect Control Hosp Epidemiol
32391742	Abdominal Imaging Findings in COVID-19: Preliminary Observations.	Radiology
32391741	CT Scans Obtained for Nonpulmonary Indications: Associated Respiratory Findings of COVID-19.	Radiology
32391720	Mental Health of Communities during the COVID-19 Pandemic.	Can J Psychiatry
32391719	Cardiovascular disease and COVID-19: les liaisons dangereuses.	Eur J Prev Cardiol
32391713	Cutaneous Manifestations of Coronavirus Disease 2019 (COVID-19) Infection-What Do We Know So Far?	J Cutan Med Surg
32391676	[Follow-up testing of viral nucleic acid in discharged patients with moderate type of COVID-19].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391675	[Analysis of medication characteristics of traditional Chinese medicine in treating COVID-19 based on data mining].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391673	[Anesthesia management in cesarean section for patient with COVID-19: a case report].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391672	[Management of a colon cancer patient complicated with COVID-19].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391671	[Pregnant women complicated with COVID-19: a clinical analysis of 3 cases].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391670	[Clinical experience of high-flow nasal cannula oxygen therapy in severe COVID-19 patients].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391669	[Clinical observation of 6 severe COVID-19 patients treated with plasma exchange or tocilizumab].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391668	[Dynamic inflammatory response in a critically ill COVID-19 patient treated with corticosteroids].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391667	[A pilot study of hydroxychloroquine in treatment of patients with moderate COVID-19].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391666	[Roles of multidisciplinary team in diagnosis and treatment of suspected cases of COVID-19].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391665	[Clinical analysis of suspected COVID-19 patients with anxiety and depression].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391664	[CT imaging features of patients with different clinical types of COVID-19].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391663	[Dynamic changes of chest CT imaging in patients with COVID-19].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391662	[Diagnostic efficacy of three test kits for SARS-CoV-2 nucleic acid detection].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391661	[Study on the epidemic development of COVID-19 in Hubei province by a modified SEIR model].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391660	[Principles and suggestions on biosafety protection of biological specimen preservation during prevalence of COVID-19].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391659	[Pharmaceutical care for severe and critically ill patients with COVID-19].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391658	[Management of COVID-19: the Zhejiang experience].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391657	[Diagnosis and treatment recommendation for pediatric COVID-19 (the second edition)].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32391651	Infection control in dental health care during and after the SARS-CoV-2 outbreak.	Oral Dis
32391620	Statewide Stay-At-Home Directives on the Spread of COVID-19 in Metropolitan and Nonmetropolitan Counties in the United States.	J Rural Health
32391603	Medical information and social media in the time of COVID-19.	Respirology
32391586	COVID-19 pandemics and oral health care for older adults.	Spec Care Dentist
32391578	Are dental schools adequately preparing dental students to face outbreaks of infectious diseases such as COVID-19?	J Dent Educ
32391574	Comment on: COVID-19 pandemic: perspectives on an unfolding crisis - a UK perspective.	Br J Surg
32391520	Placental abruption in a twin pregnancy at 32 weeks' gestation complicated by COVID-19, without vertical transmission to the babies.	Am J Obstet Gynecol MFM
32391519	Clinical course of severe and critical COVID-19 in hospitalized pregnancies: a US cohort study.	Am J Obstet Gynecol MFM
32391518	Detection of SARS-COV-2 in Placental and Fetal Membrane Samples.	Am J Obstet Gynecol MFM
32391446	Noncontact endoscopy for infection-free gastric examination during the COVID-19 pandemic.	VideoGIE
32391445	Management of a COVID-19 patient in the endoscopy suite.	VideoGIE
32391444	Long-term Institutional Experience with Telemedicine Services for Radiation Oncology: A Potential Model for Long-term Utilization.	Adv Radiat Oncol
32391441	Coordinated multi-sectoral efforts needed to address the COVID-19 pandemic: lessons from China and the United States.	Glob Health Res Policy
32391440	Current efforts and challenges facing responses to 2019-nCoV in Africa.	Glob Health Res Policy
32391439	Modeling the trend of coronavirus disease 2019 and restoration of operational capability of metropolitan medical service in China: a machine learning and mathematical model-based analysis.	Glob Health Res Policy
32391413	Preliminary design of an innovative, simple, and easy-to-build portable ventilator for COVID-19 patients.	EuroMediterr J Environ Integr
32391412	On-demand app-based rate and rhythm monitoring to manage atrial fibrillation through tele-consultations during COVID-19.	Int J Cardiol Heart Vasc
32391411	Survey data of COVID-19-related Knowledge, Risk Perceptions and Precautionary Behavior among Nigerians.	Data Brief
32391410	Dataset on dynamics of Coronavirus on Twitter.	Data Brief
32391409	ONLINE FORECASTING OF COVID-19 CASES IN NIGERIA USING LIMITED DATA.	Data Brief
32391407	COVID 19 can spread through breathing, talking, study estimates.	Curr Med Res Pract
32391393	Digesting the crisis: autophagy and coronaviruses.	Microb Cell
32391384	COVID and the Renin-Angiotensin System: Are Hypertension or Its Treatments Deleterious?	Front Cardiovasc Med
32391371	SARS-CoV-2 and the Use of Chloroquine as an Antiviral Treatment.	Front Med (Lausanne)
32391370	The Role of Hydroxychloroquine in Coronavirus Disease 2019. A Versatile Tool at the Service of Humanity.	Front Med (Lausanne)
32391369	Use of Corticosteroids in Coronavirus Disease 2019 Pneumonia: A Systematic Review of the Literature.	Front Med (Lausanne)
32391367	The Malnutritional Status of the Host as a Virulence Factor for New Coronavirus SARS-CoV-2.	Front Med (Lausanne)
32391310	Does COVID-19 Spread Through Droplets Alone?	Front Public Health
32391309	Role of the Eye in Transmitting Human Coronavirus: What We Know and What We Do Not Know.	Front Public Health
32391308	COVID-19 Trend Estimation in the Elderly Italian Region of Sardinia.	Front Public Health
32391307	The Perfect Storm: Coronavirus (Covid-19) Pandemic Meets Overfat Pandemic.	Front Public Health
32391299	COVID-19 Infection and Circulating ACE2 Levels: Protective Role in Women and Children.	Front Pediatr
32391283	COVID-19 Infection in Cancer Patients: How Can Oncologists Deal With These Patients?	Front Oncol
32391282	Results of Multilevel Containment Measures to Better Protect Lung Cancer Patients From COVID-19: The IEO Model.	Front Oncol
32391243	The first case of COVID-19 occurring as community-acquired pneumonia in Hokkaido, Japan and our preventive measures against nosocomial infection.	Respir Med Case Rep
32391242	A Precision Medicine Approach to SARS-CoV-2 Pandemic Management.	Curr Treat Options Allergy
32391241	Pandemic spotlight on urban water quality.	Ecol Process
32391240	Early Prediction of the 2019 Novel Coronavirus Outbreak in the Mainland China Based on Simple Mathematical Model.	IEEE Access
32391234	A Hemodialysis Patient with Severe COVID-19 Pneumonia.	Cureus
32391184	Comprehensive Insights into the Catalytic Mechanism of Middle East Respiratory Syndrome 3C-Like Protease and Severe Acute Respiratory Syndrome 3C-Like Protease.	ACS Catal
32391172	Response of the Istituto Nazionale Tumori of Milan Head & Neck Cancer Unit to the COVID-19 outbreak.	Cancers Head Neck
32391169	Is the use of RAS inhibitors safe in the current era of COVID-19 pandemic?	Clin Hypertens
32391113	Somatics of Early Buddhist Mindfulness and How to Face Anxiety.	Mindfulness (N Y)
32391077	Simple ideas to mitigate the impacts of the COVID-19 epidemic on refugees with chronic diseases.	Confl Health
32391065	Traditional Chinese medicine contributes to the treatment of COVID-19 patients.	Chin Herb Med
32391022	Serological Approaches for COVID-19: Epidemiologic Perspective on Surveillance and Control.	Front Immunol
32390971	The Current and Future State of Vaccines, Antivirals and Gene Therapies Against Emerging Coronaviruses.	Front Microbiol
32390931	A Case of Coronavirus Disease 2019 With Concomitant Acute Cerebral Infarction and Deep Vein Thrombosis.	Front Neurol
32390786	A multi-region discrete time mathematical modeling of the dynamics of Covid-19 virus propagation using optimal control.	J Appl Math Comput
32390757	Correction to: First COVID-19 infections in the Philippines: a case report.	Trop Med Health
32390696	On the brighter side of COVID-19 induced Lockdown: Devising the collateral methods to provide Ayurveda consultation during impasse.	J Ayurveda Integr Med
32390694	Informed Consent for Surgery During COVID-19.	Indian J Surg
32390692	On a Comprehensive Model of the Novel Coronavirus (COVID-19) Under Mittag-Leffler Derivative.	Chaos Solitons Fractals
32390691	Time Series Forecasting of COVID-19 transmission in Canada Using LSTM Networks.	Chaos Solitons Fractals
32390668	Social Work in the Time of the COVID-19 Pandemic: All in This Together?	Br J Soc Work
32390661	The potential impact of the Covid-19 pandemic on occupational status, work from home, and occupational mobility.	J Vocat Behav
32390660	Editor in Chief's Introduction to Essays on the Impact of COVID-19 on Work and Workers.	J Vocat Behav
